Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
E9PDF6;O43795-2;O43795;E7EQD9;C9JYW1;C9JUP5;H7C2Y7;C9K0I9;A0A0U1RRI3;G3V342	E9PDF6;O43795-2;O43795	12;12;12;4;3;2;2;1;1;1	12;12;12;4;3;2;2;1;1;1	11;11;11;4;3;2;2;1;1;0	Unconventional myosin-Ib	MYO1B	10	12	12	11
E9PEB5;Q96AE4;Q96AE4-2;C9JSZ1	E9PEB5;Q96AE4;Q96AE4-2	12;12;12;3	8;8;8;3	8;8;8;3	Far upstream element-binding protein 1	FUBP1	4	12	8	8
E9PEM5;P50851-2;P50851;H0YAC6;A0A3B3IU76;A0A3B3IS13;H0Y9N9;A0A3B3ISK3	E9PEM5;P50851-2;P50851;H0YAC6	16;16;15;11;4;3;2;2	16;16;15;11;4;3;2;2	15;15;14;11;4;3;2;2	Lipopolysaccharide-responsive and beige-like anchor protein	LRBA	8	16	16	15
H3BQ10;E9PER6;Q6A1A2;O15530-4;O15530-5;O15530-3;O15530	H3BQ10;E9PER6;Q6A1A2;O15530-4;O15530-5;O15530-3;O15530	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	Putative 3-phosphoinositide-dependent protein kinase 2;3-phosphoinositide-dependent protein kinase 1	PDPK1;PDPK2P	7	1	1	1
E9PF10;O75694-2;O75694	E9PF10;O75694-2;O75694	2;2;2	2;2;2	2;2;2	Nuclear pore complex protein Nup155	NUP155	3	2	2	2
E9PFB9;J3KP97;Q5T9S5-2;Q5T9S5;Q5T9S2;H0YCD6	E9PFB9;J3KP97;Q5T9S5-2;Q5T9S5;Q5T9S2	3;3;3;3;2;1	3;3;3;3;2;1	3;3;3;3;2;1	Coiled-coil domain-containing protein 18	CCDC18	6	3	3	3
E9PFK9;Q9UJ41-2;Q9UJ41-4;Q9UJ41-3;Q9UJ41;Q3HKR1;A0A0A0MSJ3;A0A1W2PPY0;V9GYI8;E9PHB8	E9PFK9;Q9UJ41-2;Q9UJ41-4;Q9UJ41-3;Q9UJ41;Q3HKR1;A0A0A0MSJ3	9;9;9;9;9;8;7;1;1;1	9;9;9;9;9;8;7;1;1;1	9;9;9;9;9;8;7;1;1;1	Rab5 GDP/GTP exchange factor	RABGEF1	10	9	9	9
E9PFR3;Q14738;Q14738-2;H0Y8C4;Q14738-3;H7C5Q9;H0YJ35	E9PFR3;Q14738;Q14738-2;H0Y8C4;Q14738-3	26;26;25;21;20;6;1	26;26;25;21;20;6;1	25;25;24;20;19;6;0	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	PPP2R5D	7	26	26	25
E9PG19;O94868;O94868-2;O94868-3;C9JM66;E7ENZ2;B8ZZW8;H0YG35	E9PG19;O94868;O94868-2;O94868-3	9;9;8;6;4;3;2;1	9;9;8;6;4;3;2;1	9;9;8;6;4;3;2;1	F-BAR and double SH3 domains protein 2	FCHSD2	8	9	9	9
E9PG73;Q13427-2;Q13427;C9JM79;C9JN15;C9JT64;C9J679	E9PG73;Q13427-2;Q13427;C9JM79;C9JN15	4;4;4;3;2;1;1	4;4;4;3;2;1;1	4;4;4;3;2;1;1	Peptidyl-prolyl cis-trans isomerase G;Peptidyl-prolyl cis-trans isomerase	PPIG	7	4	4	4
E9PGC0;P20936-2;P20936-4;P20936;P20936-3	E9PGC0;P20936-2;P20936-4;P20936;P20936-3	9;9;9;9;5	9;9;9;9;5	9;9;9;9;5	Ras GTPase-activating protein 1	RASA1	5	9	9	9
Q5TG12;E9PGC5;Q15262;Q15262-2;Q15262-3;Q15262-4;H0YDP9;E9PRW2	Q5TG12;E9PGC5;Q15262;Q15262-2;Q15262-3;Q15262-4;H0YDP9	4;4;4;4;4;4;3;1	4;4;4;4;4;4;3;1	4;4;4;4;4;4;3;1	Protein-tyrosine-phosphatase;Receptor-type tyrosine-protein phosphatase kappa	PTPRK	8	4	4	4
E9PGC8;P78559;P78559-2	E9PGC8;P78559;P78559-2	102;101;100	102;101;100	100;99;98	Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2	MAP1A	3	102	102	100
E9PGM1;C9J987	E9PGM1	52;1	52;1	0;0	NA	EIF4G1	2	52	52	0
E9PGT1;Q15631;Q15631-2;A0A0J9YVW2	E9PGT1;Q15631	21;21;10;2	21;21;10;2	9;9;0;0	Translin	TSN	4	21	21	9
E9PGT6;Q99627;Q99627-2;H7C3S9;F8WEF2	E9PGT6;Q99627;Q99627-2;H7C3S9	8;8;6;5;2	8;8;6;5;2	8;8;6;5;2	COP9 signalosome complex subunit 8	COPS8	5	8	8	8
F8WDN7;E9PGZ4;Q9NTJ5-2;Q9NTJ5;C9J3E3	F8WDN7;E9PGZ4;Q9NTJ5-2;Q9NTJ5	4;4;4;4;1	4;4;4;4;1	4;4;4;4;1	Phosphatidylinositide phosphatase SAC1	SACM1L	5	4	4	4
E9PHA2;C9J470;Q15003-2;H7C415	E9PHA2;C9J470;Q15003-2	29;23;18;5	1;0;0;0	1;0;0;0	Condensin complex subunit 2	NCAPH	4	29	1	1
E9PHF7;Q96RQ3;G5E9X5;F5GYT8;E9PG35	E9PHF7;Q96RQ3;G5E9X5;F5GYT8;E9PG35	6;6;5;5;5	6;6;5;5;5	6;6;5;5;5	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	MCCC1	5	6	6	6
E9PHH9;Q9BUI4	E9PHH9;Q9BUI4	3;3	3;3	3;3	DNA-directed RNA polymerase III subunit RPC3	POLR3C	2	3	3	3
E9PHV6;P23497-7;P23497-6;P23497-5;P23497-2;P23497-3;P23497;P23497-4;C9JBL0;Q9H930-3	E9PHV6;P23497-7;P23497-6;P23497-5;P23497-2;P23497-3;P23497;P23497-4;C9JBL0	4;4;4;4;4;4;4;4;3;1	4;4;4;4;4;4;4;4;3;1	3;3;3;3;3;3;3;3;2;0	Nuclear autoantigen Sp-100	SP100	10	4	4	3
O43491-4;E9PHY5;O43491;O43491-3;E9PK52;O43491-2;E9PII3;Q6R5J7;Q6ZSX4;E9PPC9;E9PN54;A0A2R8Y5B3;H0Y5B0;E9PJP4;E9PQD2;E9PIG0;E9PRG1;E9PQN0;E9PMG5;E9PMV8	O43491-4;E9PHY5;O43491;O43491-3;E9PK52;O43491-2;E9PII3;Q6R5J7	12;12;11;10;10;8;8;7;5;4;4;3;3;2;2;2;2;2;2;1	10;10;9;8;8;6;6;5;4;2;2;3;3;2;2;2;2;2;2;1	10;10;9;8;8;6;6;5;4;2;2;3;3;2;2;2;2;2;2;1	Band 4.1-like protein 2	EPB41L2	20	12	10	10
E9PQ34;E9PJH8;E9PIG2;E9PRS3;E9PNX1;E9PK86;E9PMI5;E9PR70;E9PPV6;P50454	E9PQ34;E9PJH8;E9PIG2;E9PRS3;E9PNX1;E9PK86;E9PMI5;E9PR70;E9PPV6;P50454	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	Serpin H1	SERPINH1	10	1	1	1
E9PIP3;Q9Y4H4	E9PIP3;Q9Y4H4	1;1	1;1	1;1	G-protein-signaling modulator 3	GPSM3	2	1	1	1
E9PS88;R4GNF5;E9PP52;E9PMB0;E9PJ55;Q9NUJ3	E9PS88;R4GNF5;E9PP52;E9PMB0;E9PJ55;Q9NUJ3	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	T-complex protein 11-like protein 1	TCP11L1	6	2	2	2
E9PJD7;Q6ZMK1-2;Q6ZMK1;E9PQ42;Q6ZMK1-4	E9PJD7;Q6ZMK1-2;Q6ZMK1;E9PQ42;Q6ZMK1-4	4;3;3;2;2	4;3;3;2;2	4;3;3;2;2	Cysteine and histidine-rich protein 1	CYHR1	5	4	4	4
E9PQ44;E9PJM2;E9PL92;E9PKM6;E9PR40;E9PQZ6;Q8N9N2-2;Q8N9N2	E9PQ44;E9PJM2;E9PL92;E9PKM6;E9PR40;E9PQZ6;Q8N9N2-2;Q8N9N2	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Activating signal cointegrator 1 complex subunit 1	ASCC1	8	1	1	1
E9PJM3;Q9UK99-3;Q9UK99-2;Q9UK99;E9PL46;B4E3U2;G3V1E0	E9PJM3;Q9UK99-3;Q9UK99-2;Q9UK99;E9PL46;B4E3U2;G3V1E0	2;2;2;2;1;1;1	2;2;2;2;1;1;1	2;2;2;2;1;1;1	F-box only protein 3	FBXO3	7	2	2	2
P29692;E9PK01;P29692-2;E9PRY8;A0A087X1X7;E9PPR1;E9PL12;E9PQ49;E9PI39;E9PMW7;H0YCK7;E9PIZ1;E9PQZ1;E9PK72;E9PKK3;E9PNW6;E9PJD0;E9PQC9;H0YE58;H0YE72	P29692;E9PK01;P29692-2;E9PRY8;A0A087X1X7;E9PPR1;E9PL12;E9PQ49;E9PI39;E9PMW7;H0YCK7;E9PIZ1;E9PQZ1	30;30;27;27;27;25;25;25;25;23;20;19;18;14;10;7;7;5;5;5	30;30;27;27;27;25;25;25;25;23;20;19;18;14;10;7;7;5;5;5	3;3;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0	Elongation factor 1-delta	EEF1D	20	30	30	3
E9PK26;E9PMW6;Q9NRS6-2;Q9NRS6	E9PK26;E9PMW6;Q9NRS6-2;Q9NRS6	4;4;4;4	4;4;4;4	4;4;4;4	Sorting nexin-15	SNX15	4	4	4	4
E9PK54;E9PQQ4;E9PQK7;E9PPY6;E9PN25	E9PK54;E9PQQ4;E9PQK7;E9PPY6;E9PN25	26;25;25;22;19	1;0;0;0;0	1;0;0;0;0	NA	HSPA8	5	26	1	1
E9PK67;E9PNI7;Q53GL7;E9PPE7;E9PJI2;E9PPV8;F8W8G7;E9PSE7;E9PIA6;E9PIK9;E9PSG8;E9PLE8;E9PPU2;E9PQQ6;E9PM86	E9PK67;E9PNI7;Q53GL7;E9PPE7	13;13;13;10;5;5;4;3;3;3;2;2;2;2;2	13;13;13;10;5;5;4;3;3;3;2;2;2;2;2	13;13;13;10;5;5;4;3;3;3;2;2;2;2;2	Poly [ADP-ribose] polymerase 10	PARP10	15	13	13	13
E9PK83;P25800-2;P25800;Q8TAP4;Q8TAP4-3;Q8TAP4-4;F5H2N9;F5GYZ6;F5H3S4;F5H4K9;F6TDU8;C9JE61;F5H4T0;F5GZR3;F5H655	E9PK83;P25800-2;P25800;Q8TAP4;Q8TAP4-3;Q8TAP4-4;F5H2N9;F5GYZ6;F5H3S4	4;4;4;3;3;3;2;2;2;1;1;1;1;1;1	4;4;4;3;3;3;2;2;2;1;1;1;1;1;1	2;2;2;1;1;1;1;1;1;1;1;1;1;1;1	Rhombotin-1;LIM domain only protein 3	LMO1;LMO3	15	4	4	2
H7BXH2;E9PKF6;Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-5;Q5H9R7-4;H0YEN2;E9PQP7;Q5H9R7-3;E9PK08;H0YDK9;H0YDW1	H7BXH2;E9PKF6;Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-5;Q5H9R7-4;H0YEN2;E9PQP7;Q5H9R7-3	15;15;15;15;15;14;12;10;10;10;3;1;1	15;15;15;15;15;14;12;10;10;10;3;1;1	15;15;15;15;15;14;12;10;10;10;3;1;1	Serine/threonine-protein phosphatase 6 regulatory subunit 3	PPP6R3	13	15	15	15
E9PL17;Q92989;Q92989-2;E9PJM4	E9PL17;Q92989;Q92989-2	3;3;2;1	3;3;2;1	3;3;2;1	Polyribonucleotide 5-hydroxyl-kinase Clp1	CLP1	4	3	3	3
E9PQD8;E9PLI5;Q8NB37;Q8NB37-2;H0YE25;H0YF25;Q8NB37-4;Q8NB37-3	E9PQD8;E9PLI5;Q8NB37;Q8NB37-2;H0YE25;H0YF25;Q8NB37-4;Q8NB37-3	2;2;2;2;1;1;1;1	2;2;2;2;1;1;1;1	2;2;2;2;1;1;1;1	Parkinson disease 7 domain-containing protein 1	PDDC1	8	2	2	2
E9PQD0;E9PS30;E9PLI6;E9PS76;Q8N9N8	E9PQD0;E9PS30;E9PLI6;E9PS76;Q8N9N8	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Probable RNA-binding protein EIF1AD	EIF1AD	5	1	1	1
E9PLK3;P55786;P55786-2;A6NEC2;E9PP11;H0YDG0;A6NEC2-2;H0YCQ5;E9PJ74;E9PRQ5;E9PJY4;E9PPD4;A6NEC2-3	E9PLK3;P55786;P55786-2	41;41;33;19;11;8;8;4;4;4;3;3;3	41;41;33;19;11;8;8;4;4;4;3;3;3	41;41;33;19;11;8;8;4;4;4;3;3;3	Puromycin-sensitive aminopeptidase	NPEPPS	13	41	41	41
E9PMI6;J3KN38;P54105;E9PJF4;E9PQ83	E9PMI6;J3KN38;P54105;E9PJF4	5;5;5;4;2	5;5;5;4;2	5;5;5;4;2	Methylosome subunit pICln	CLNS1A	5	5	5	5
E9PMQ6;Q00613-2;Q00613;E9PI02;A0A087X1F9;Q03933-2;Q03933;H0YBT7;E5RG51;E7EWW4;E5RJV4;E5RK26;Q9ULV5-2;Q9ULV5	E9PMQ6;Q00613-2;Q00613;E9PI02	14;14;14;8;6;3;3;1;1;1;1;1;1;1	14;14;14;8;6;3;3;1;1;1;1;1;1;1	14;14;14;8;6;3;3;1;1;1;1;1;1;1	Heat shock factor protein 1	HSF1	14	14	14	14
E9PMT5;P04234	E9PMT5;P04234	1;1	1;1	1;1	T-cell surface glycoprotein CD3 delta chain	CD3D	2	1	1	1
E9PN51;F8W9K7;E9PPW7;O00217	E9PN51;F8W9K7;E9PPW7;O00217	1;1;1;1	1;1;1;1	1;1;1;1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUFS8	4	1	1	1
E9PNL0;E9PP40;Q15048	E9PNL0;E9PP40;Q15048	2;2;2	2;2;2	2;2;2	Leucine-rich repeat-containing protein 14	LRRC14	3	2	2	2
E9PNT2;A0A0C4DGE6;E9PIR1;A0A0G2JRG8;A0A0G2JNY3;Q6ZUM4-2;Q6ZUM4-3;Q6ZUM4;E9PNX6	E9PNT2;A0A0C4DGE6;E9PIR1;A0A0G2JRG8;A0A0G2JNY3;Q6ZUM4-2;Q6ZUM4-3;Q6ZUM4	4;3;3;3;3;3;3;3;1	4;3;3;3;3;3;3;3;1	4;3;3;3;3;3;3;3;1	Rho GTPase-activating protein 27	ARHGAP27	9	4	4	4
H0YDQ0;E9PNX0	H0YDQ0;E9PNX0	1;1	1;1	1;1	NA	FGD4	2	1	1	1
E9PPM8;Q9Y315;G3V158;E9PML7;E9PJ44;E9PJB9;E9PPK3;E9PMH9	E9PPM8;Q9Y315;G3V158	7;7;4;3;2;2;1;1	7;7;4;3;2;2;1;1	7;7;4;3;2;2;1;1	Deoxyribose-phosphate aldolase	DERA	8	7	7	7
E9PPY3;O43159	E9PPY3;O43159	2;2	2;2	2;2	Ribosomal RNA-processing protein 8	RRP8	2	2	2	2
E9PQA6;Q96EY5-3;Q96EY5;E9PLL0;M0QZK6;Q96EY5-2;E9PLZ8;E9PJW8	E9PQA6;Q96EY5-3;Q96EY5;E9PLL0;M0QZK6	5;5;5;4;3;2;1;1	5;5;5;4;3;2;1;1	5;5;5;4;3;2;1;1	Multivesicular body subunit 12A	MVB12A	8	5	5	5
E9PQC4;Q9BZD4	E9PQC4;Q9BZD4	3;3	3;3	3;3	Kinetochore protein Nuf2	NUF2	2	3	3	3
E9PR16;G3V198;Q12769;Q12769-3	E9PR16;G3V198;Q12769;Q12769-3	2;2;2;1	2;2;2;1	2;2;2;1	Nuclear pore complex protein Nup160	NUP160	4	2	2	2
E9PR30;P62861	E9PR30;P62861	4;4	4;4	4;4	40S ribosomal protein S30	FAU	2	4	4	4
E9PR47;Q9H7C9;E9PIQ4;E9PNP3;E9PJP1;E9PLK9;K4DI89;Q9H7C9-3;Q9H7C9-2	E9PR47;Q9H7C9;E9PIQ4;E9PNP3	4;4;3;3;1;1;1;1;1	4;4;3;3;1;1;1;1;1	4;4;3;3;1;1;1;1;1	Mth938 domain-containing protein	AAMDC	9	4	4	4
E9PR67;Q96QG7	E9PR67;Q96QG7	1;1	1;1	1;1	Myotubularin-related protein 9	MTMR9	2	1	1	1
H0YDE3;H0YDU2;E9PRI1;Q96NY9;E9PL60;E9PII7;H0YDK3	H0YDE3;H0YDU2;E9PRI1;Q96NY9;E9PL60;E9PII7;H0YDK3	3;3;3;3;2;2;2	3;3;3;3;2;2;2	3;3;3;3;2;2;2	Crossover junction endonuclease MUS81	MUS81	7	3	3	3
E9PRK7;Q8N8R7	E9PRK7;Q8N8R7	3;3	3;3	3;3	ARL14 effector protein	ARL14EP	2	3	3	3
E9PRQ7;Q04323;A0A087WTZ5;E9PJ81;Q04323-2;E9PS08	E9PRQ7;Q04323;A0A087WTZ5;E9PJ81;Q04323-2	15;15;13;13;13;2	15;15;13;13;13;2	15;15;13;13;13;2	UBX domain-containing protein 1	UBXN1	6	15	15	15
J3KND1;E9PRZ1;Q96ER3;H0YCN7;H0YEK5;E9PMD2	J3KND1;E9PRZ1;Q96ER3;H0YCN7;H0YEK5;E9PMD2	6;6;6;4;4;4	6;6;6;4;4;4	6;6;6;4;4;4	Protein SAAL1	SAAL1	6	6	6	6
E9PS41;Q6RFH5-2;Q6RFH5;H0YFP2	E9PS41;Q6RFH5-2;Q6RFH5	4;4;4;1	4;4;4;1	4;4;4;1	WD repeat-containing protein 74	WDR74	4	4	4	4
E9PSD3;O43427-2;O43427;H0YCE7;E9PJW6	E9PSD3;O43427-2;O43427;H0YCE7	3;3;3;2;1	3;3;3;2;1	3;3;3;2;1	Acidic fibroblast growth factor intracellular-binding protein	FIBP	5	3	3	3
E9PSH8;P07766	E9PSH8;P07766	3;3	3;3	3;3	T-cell surface glycoprotein CD3 epsilon chain	CD3E	2	3	3	3
F2Z2B0;Q9Y5J6	F2Z2B0;Q9Y5J6	1;1	1;1	1;1	Mitochondrial import inner membrane translocase subunit Tim10 B	TIMM10B	2	1	1	1
F2Z2B9;Q9BSJ2;Q9BSJ2-4;R4GMM4;Q9BSJ2-3	F2Z2B9;Q9BSJ2;Q9BSJ2-4;R4GMM4;Q9BSJ2-3	4;4;4;2;2	4;4;4;2;2	4;4;4;2;2	Gamma-tubulin complex component 2	TUBGCP2	5	4	4	4
F2Z2T2;P23025	F2Z2T2;P23025	2;2	2;2	2;2	DNA repair protein complementing XP-A cells	XPA	2	2	2	2
H0Y4W2;F2Z2U4;Q9Y4A5-2;Q9Y4A5;A0A2R8YFJ4	H0Y4W2;F2Z2U4;Q9Y4A5-2;Q9Y4A5;A0A2R8YFJ4	6;6;6;6;4	6;6;6;6;4	6;6;6;6;4	Transformation/transcription domain-associated protein	TRRAP	5	6	6	6
F2Z2W7;Q8IZ69;Q8IZ69-2;H7C100;C9K041;H7BZZ4	F2Z2W7;Q8IZ69;Q8IZ69-2;H7C100	6;6;5;3;1;1	6;6;5;3;1;1	6;6;5;3;1;1	tRNA (uracil-5-)-methyltransferase homolog A	TRMT2A	6	6	6	6
F2Z2X4;Q9C0E2	F2Z2X4;Q9C0E2	5;5	5;5	5;5	Exportin-4	XPO4	2	5	5	5
G3V3U5;G3V223;F2Z2X9;G3V4G9;P07902;H0YJL3	G3V3U5;G3V223;F2Z2X9;G3V4G9;P07902	3;3;3;3;3;1	3;3;3;3;3;1	3;3;3;3;3;1	Galactose-1-phosphate uridylyltransferase	GALT	6	3	3	3
F2Z2Y6;O95777;C9JNV3;C9JIZ0	F2Z2Y6;O95777;C9JNV3;C9JIZ0	4;4;3;2	4;4;3;2	4;4;3;2	U6 snRNA-associated Sm-like protein LSm8	LSM8	4	4	4	4
F2Z357;J3KPC5;P47736;P47736-3;P47736-4;A0A0A0MQY8;X6R8W7;P47736-2;Q5T3T1	F2Z357;J3KPC5;P47736;P47736-3;P47736-4;A0A0A0MQY8;X6R8W7;P47736-2	6;6;6;6;6;4;4;4;1	5;5;5;5;5;3;3;3;1	5;5;5;5;5;3;3;3;1	Rap1 GTPase-activating protein 1	RAP1GAP	9	6	5	5
F5GWI9;F5GXZ7;F5GZ97;Q9Y3C0;H0YGN0	F5GWI9;F5GXZ7;F5GZ97;Q9Y3C0;H0YGN0	2;2;2;2;1	2;2;2;2;1	2;2;2;2;1	WASH complex subunit CCDC53	CCDC53	5	2	2	2
F5GWT4;Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4;F6UYG0;Q96J92-2;H0YH68	F5GWT4;Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4	11;11;11;11;11;11;7;3;2;1	11;11;11;11;11;11;7;3;2;1	9;9;9;9;9;9;7;1;0;1	Serine/threonine-protein kinase WNK1	WNK1	10	11	11	9
F5GXB9;F5H2T3;F8WDQ6;F5H3R3;F5H6E4;G5EA39;P60006;P60006-2	F5GXB9;F5H2T3;F8WDQ6;F5H3R3;F5H6E4;G5EA39;P60006;P60006-2	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Anaphase-promoting complex subunit 15	ANAPC15	8	1	1	1
F5GXE4;O95260-2;H0Y5C2;O95260;B4E107;B4DK25;Q5SQQ1	F5GXE4;O95260-2;H0Y5C2;O95260;B4E107;B4DK25	11;10;9;9;8;7;4	11;10;9;9;8;7;4	11;10;9;9;8;7;4	Arginyl-tRNA--protein transferase 1	ATE1	7	11	11	11
F5H7R9;F5GXR3;P20962	F5H7R9;F5GXR3;P20962	3;3;3	3;3;3	3;3;3	Parathymosin	PTMS	3	3	3	3
F5GXW5;Q99622;U3KQ07;U3KQ85	F5GXW5;Q99622;U3KQ07	3;3;2;1	3;3;2;1	3;3;2;1	Protein C10	C12orf57	4	3	3	3
F5GY37;J3KPX7;Q99623;F5H3X6;Q99623-2;F5H2D2;F5H0C5;F5GWA7	F5GY37;J3KPX7;Q99623;F5H3X6;Q99623-2	5;5;5;3;3;2;2;2	5;5;5;3;3;2;2;2	5;5;5;3;3;2;2;2	Prohibitin-2	PHB2	8	5	5	5
F5GYK2;Q9NRL3;Q9NRL3-3;M0R317;M0QZM0;M0R0P4;R4GN16;Q9NRL3-2;M0R2A7;M0QYS2	F5GYK2;Q9NRL3;Q9NRL3-3;M0R317;M0QZM0	10;10;10;5;5;2;2;2;1;1	7;7;7;3;4;2;2;2;1;1	7;7;7;3;4;2;2;2;1;1	Striatin-4	STRN4	10	10	7	7
F5GZ90;Q9NZJ0;Q9NZJ0-2	F5GZ90;Q9NZJ0	16;16;4	16;16;4	16;16;4	Denticleless protein homolog	DTL	3	16	16	16
F5GZI3;Q5VWU8;Q8TEW0-9;Q8TEW0-10;Q8TEW0-8;Q5VWV2;Q8TEW0-5;Q8TEW0-3;Q8TEW0-7;Q8TEW0-6;Q8TEW0-4;Q8TEW0-11;Q8TEW0-2;Q8TEW0	F5GZI3;Q5VWU8;Q8TEW0-9;Q8TEW0-10;Q8TEW0-8;Q5VWV2;Q8TEW0-5;Q8TEW0-3;Q8TEW0-7;Q8TEW0-6;Q8TEW0-4;Q8TEW0-11;Q8TEW0-2;Q8TEW0	4;4;4;4;4;3;3;3;3;3;3;3;3;3	4;4;4;4;4;3;3;3;3;3;3;3;3;3	4;4;4;4;4;3;3;3;3;3;3;3;3;3	Partitioning defective 3 homolog	PARD3	14	4	4	4
F5GZS6;J3KPF3;P08195-2;P08195-3;P08195;P08195-4;H0YFS2;F5H0E2;F5GZI0;F5H867;F5GZR9	F5GZS6;J3KPF3;P08195-2;P08195-3;P08195;P08195-4;H0YFS2	11;11;11;11;11;11;7;5;4;3;1	11;11;11;11;11;11;7;5;4;3;1	11;11;11;11;11;11;7;5;4;3;1	4F2 cell-surface antigen heavy chain	SLC3A2	11	11	11	11
Q49AN9;F5H013;P62308;C9JVQ0;A8MWD9	Q49AN9;F5H013;P62308;C9JVQ0;A8MWD9	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15	SNRPG;SNRPGP15	5	2	2	2
Q9Y4C1;F5H070;F8WE62	Q9Y4C1;F5H070;F8WE62	4;4;2	3;3;2	3;3;2	Lysine-specific demethylase 3A	KDM3A	3	4	3	3
F5H0I7;G8JL98;Q13569;F5H539;B4E127	F5H0I7;G8JL98;Q13569;F5H539;B4E127	4;4;4;2;2	4;4;4;2;2	4;4;4;2;2	G/T mismatch-specific thymine DNA glycosylase	TDG	5	4	4	4
F5H0M7;Q2M296-4;Q2M296-2;Q2M296-3;Q2M296	F5H0M7;Q2M296-4;Q2M296-2;Q2M296-3;Q2M296	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD	5	1	1	1
F5H157;Q15286	F5H157;Q15286	2;2	2;2	2;2	Ras-related protein Rab-35	RAB35	2	2	2	2
F5H1I4;Q8NG08;Q8NG08-2	F5H1I4;Q8NG08;Q8NG08-2	4;4;3	4;4;3	4;4;3	DNA helicase B	HELB	3	4	4	4
F5H2C9;Q86UY6-3;Q86UY6	F5H2C9;Q86UY6-3;Q86UY6	2;2;2	2;2;2	2;2;2	N-alpha-acetyltransferase 40	NAA40	3	2	2	2
F5H2R5;F5H6Q0;F5H3P3;H0YGX7;P52566	F5H2R5;F5H6Q0;F5H3P3;H0YGX7;P52566	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	Rho GDP-dissociation inhibitor 2	ARHGDIB	5	2	2	2
H0Y5D5;Q9BTG3;Q5SYW2;F5H2X7;Q9ULV3-5;Q9ULV3-3;Q9ULV3-4;Q9ULV3-2;Q9ULV3	H0Y5D5;Q9BTG3;Q5SYW2;F5H2X7;Q9ULV3-5;Q9ULV3-3;Q9ULV3-4;Q9ULV3-2;Q9ULV3	3;3;3;3;3;3;3;3;3	3;3;3;3;3;3;3;3;3	3;3;3;3;3;3;3;3;3	Cip1-interacting zinc finger protein	CIZ1	9	3	3	3
F5H365;Q15436;Q15436-2;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5X8;G3V4Q2;G3V5K1	F5H365;Q15436;Q15436-2	14;14;8;6;6;6;6;5;5;3	14;14;8;6;6;6;6;5;5;3	11;11;8;3;3;3;3;3;3;1	Protein transport protein Sec23A	SEC23A	10	14	14	11
F5H423;P61204-2;P84077;P61204	F5H423;P61204-2;P84077;P61204	1;1;1;1	1;1;1;1	1;1;1;1	ADP-ribosylation factor 3;ADP-ribosylation factor 1	ARF3;ARF1	4	1	1	1
F5H4R6;H0YIV4;P55209-2;P55209;F8W0J6;F8VY35;F8VUX1;F8W020;F8VXI6;H0YH88;H0YHC3;F8VVB5;B7Z4K9;Q9ULW6-2;Q9ULW6	F5H4R6;H0YIV4;P55209-2;P55209;F8W0J6;F8VY35;F8VUX1;F8W020;F8VXI6;H0YH88;H0YHC3;F8VVB5	22;22;22;22;21;20;17;16;14;12;12;11;5;1;1	20;20;20;20;19;18;15;14;12;10;10;9;5;1;1	4;4;4;4;4;4;4;4;4;0;0;2;0;0;0	Nucleosome assembly protein 1-like 1	NAP1L1	15	22	20	4
