Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
H0YBR0;Q96Q05-3;Q96Q05;Q96Q05-2	H0YBR0;Q96Q05-3;Q96Q05;Q96Q05-2	9;9;9;9	9;9;9;9	9;9;9;9	Trafficking protein particle complex subunit 9	TRAPPC9	4	9	9	9
H0YC42;H0YC44;P55327-8;U3KQQ8	H0YC42	20;9;9;1	2;0;0;1	0;0;0;0	NA	NA	4	20	2	0
H0YC63;Q9ULD2-5;Q9ULD2-2;Q9ULD2	H0YC63;Q9ULD2-5;Q9ULD2-2;Q9ULD2	1;1;1;1	1;1;1;1	1;1;1;1	Microtubule-associated tumor suppressor 1	MTUS1	4	1	1	1
H0YCK3;P55265-2;A0A3B3IRQ9;P55265-3;A0A3B3ISX1;A0A3B3ITG9;A0A3B3ISU1	H0YCK3;P55265-2;A0A3B3IRQ9;P55265-3;A0A3B3ISX1	39;39;38;38;24;17;2	1;1;1;1;0;0;0	1;1;1;1;0;0;0	Double-stranded RNA-specific adenosine deaminase	ADAR	7	39	1	1
H0YER1;H0YCN2;Q96T23-3;Q96T23-2;Q96T23	H0YER1;H0YCN2;Q96T23-3;Q96T23-2;Q96T23	4;4;4;4;4	4;4;4;4;4	4;4;4;4;4	Remodeling and spacing factor 1	RSF1	5	4	4	4
H0YDG2;Q9UKW4-2;Q9UKW4;Q9UKW4-4	H0YDG2;Q9UKW4-2;Q9UKW4;Q9UKW4-4	1;1;1;1	1;1;1;1	1;1;1;1	Guanine nucleotide exchange factor VAV3	VAV3	4	1	1	1
H0YDT8;Q9NPA0	H0YDT8;Q9NPA0	2;2	2;2	2;2	ER membrane protein complex subunit 7	EMC7	2	2	2	2
H0YDU8;P53041;A8MU39;M0R196;A0A087WY80;E7EU14	H0YDU8;P53041;A8MU39	16;16;10;1;1;1	16;16;10;1;1;1	16;16;10;1;1;1	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 5	PPP5C	6	16	16	16
H0YE03;H7C3G7;Q2TBE0-3;Q2TBE0-2;Q2TBE0	H0YE03;H7C3G7;Q2TBE0-3;Q2TBE0-2;Q2TBE0	4;4;4;4;4	4;4;4;4;4	4;4;4;4;4	CWF19-like protein 2	CWF19L2	5	4	4	4
H0YEF7;H0YD48;H0YEH1;H0YE97;H0YEY8	H0YEF7;H0YD48;H0YEH1;H0YE97;H0YEY8	4;3;3;2;2	1;1;1;1;1	1;1;1;1;1	NA	PICALM	5	4	1	1
H0YFD6;P40939;A0A2R8YG21;A0A2R8Y4F5;A0A2R8Y688	H0YFD6;P40939;A0A2R8YG21;A0A2R8Y4F5;A0A2R8Y688	9;9;6;6;5	9;9;6;6;5	9;9;6;6;5	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	5	9	9	9
H0YHA7;J3QQ67;Q07020-2;Q07020;G3V203;F8VUA6;F8VYV2	H0YHA7;J3QQ67;Q07020-2;Q07020;G3V203;F8VUA6;F8VYV2	17;17;17;17;16;12;9	17;17;17;17;16;12;9	8;8;8;8;7;8;0	60S ribosomal protein L18	RPL18	7	17	17	8
H0YHD0;Q5PSV4-2;Q5PSV4	H0YHD0;Q5PSV4-2;Q5PSV4	1;1;1	1;1;1	1;1;1	Breast cancer metastasis-suppressor 1-like protein	BRMS1L	3	1	1	1
H0YHG0;Q6Y2X3	H0YHG0	8;2	8;2	2;2	NA	NA	2	8	8	2
H0YHG7;Q92730	H0YHG7;Q92730	1;1	1;1	1;1	Rho-related GTP-binding protein Rho6	RND1	2	1	1	1
H0YIN8;Q8IZ07	H0YIN8;Q8IZ07	3;3	3;3	1;1	Ankyrin repeat domain-containing protein 13A	ANKRD13A	2	3	3	1
H0YIV9;O43716;F8VRU3;J3KMY1	H0YIV9;O43716;F8VRU3	8;8;4;1	8;8;4;1	8;8;4;1	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	GATC	4	8	8	8
H0YJV2;O15270	H0YJV2;O15270	1;1	1;1	1;1	Serine palmitoyltransferase 2	SPTLC2	2	1	1	1
H0YKJ4;H0YK48;P09493-5;A0A0S2Z4G6;P09493;H0YL80;H0YN06	H0YKJ4;H0YK48;P09493-5;A0A0S2Z4G6;P09493	28;27;26;18;17;11;6	2;1;0;2;1;0;0	0;0;0;0;0;0;0	Tropomyosin alpha-1 chain	TPM1	7	28	2	0
H0YKN8;H0YL70;Q04726;H0YNT2;H0YKT5;Q04726-2;Q04726-7;Q04726-5;A0A0D9SES8;H0YNI7;H0YLI3;K7EMK7;Q04725-2;Q04725;K7EJR7;Q04725-3	H0YKN8;H0YL70;Q04726;H0YNT2;H0YKT5;Q04726-2;Q04726-7;Q04726-5;A0A0D9SES8;H0YNI7	20;20;20;19;19;19;19;19;18;10;9;2;2;2;1;1	20;20;20;19;19;19;19;19;18;10;9;2;2;2;1;1	1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0	Transducin-like enhancer protein 3	TLE3	16	20	20	1
H0YKS8;X6R3G6;Q08431-3;Q08431-4;Q08431;A0A087WUV5;Q08431-2	H0YKS8;X6R3G6;Q08431-3;Q08431-4;Q08431;A0A087WUV5;Q08431-2	2;2;2;2;2;1;1	2;2;2;2;2;1;1	2;2;2;2;2;1;1	Lactadherin;Lactadherin short form;Medin	MFGE8	7	2	2	2
H0YKT4;H0YNG3;P67812-4;P67812;P67812-3;H0YNX5;P67812-2;P0C7V7	H0YKT4;H0YNG3;P67812-4;P67812;P67812-3	5;5;5;5;5;1;1;1	5;5;5;5;5;1;1;1	5;5;5;5;5;1;1;1	Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11A	SEC11A	8	5	5	5
H0YL91;Q15650;H0YK63;H0YLN7	H0YL91;Q15650	4;4;1;1	4;4;1;1	4;4;1;1	Activating signal cointegrator 1	TRIP4	4	4	4	4
H0YLH9;Q14005-4;Q14005-3;Q14005-2;Q14005	H0YLH9;Q14005-4;Q14005-3;Q14005-2;Q14005	4;4;4;4;4	4;4;4;4;4	4;4;4;4;4	Pro-interleukin-16;Interleukin-16	IL16	5	4	4	4
H0YLX2;Q2KHR2-2;Q2KHR2	H0YLX2;Q2KHR2-2;Q2KHR2	2;2;2	2;2;2	2;2;2	DNA-binding protein RFX7	RFX7	3	2	2	2
H0YM15;J3KNL7;Q8NBR6-2;Q8NBR6	H0YM15;J3KNL7;Q8NBR6-2;Q8NBR6	2;2;2;2	2;2;2;2	2;2;2;2	Protein FAM63B	FAM63B	4	2	2	2
H0YM85;Q86X40-2;Q86X40;H0YLR7;H0YKS9;H0YM55;H0YK92;Q8WUS2;H0YKF6;H0YKM4;Q86X40-3	H0YM85;Q86X40-2;Q86X40;H0YLR7;H0YKS9;H0YM55;H0YK92;Q8WUS2;H0YKF6;H0YKM4;Q86X40-3	2;2;2;1;1;1;1;1;1;1;1	2;2;2;1;1;1;1;1;1;1;1	2;2;2;1;1;1;1;1;1;1;1	Leucine-rich repeat-containing protein 28	LRRC28	11	2	2	2
H0YM92;J3KMZ9;H0YMD1;P01130-2;P01130-3;P01130-6;P01130-4;P01130-5;P01130;H0YMQ3	H0YM92;J3KMZ9;H0YMD1;P01130-2;P01130-3;P01130-6;P01130-4;P01130-5;P01130;H0YMQ3	3;3;3;3;3;3;3;3;3;2	3;3;3;3;3;3;3;3;3;2	3;3;3;3;3;3;3;3;3;2	Low-density lipoprotein receptor	LDLR	10	3	3	3
P07355;H0YN42;H0YMU9;H0YMD0;P07355-2;A6NMY6;H0YKS4;H0YMM1;H0YLV6;H0YMT9;H0YKX9;H0YKZ7;H0YKL9;H0YKV8;H0YMD9;H0YNB8;H0YMW4;H0YNP5;H0YKN4;H0YN28;H0YL33;H0YM50;H0YNA0;H0YN52;H0YLE2	P07355;H0YN42;H0YMU9;H0YMD0;P07355-2;A6NMY6;H0YKS4;H0YMM1;H0YLV6;H0YMT9;H0YKX9;H0YKZ7;H0YKL9;H0YKV8;H0YMD9;H0YNB8;H0YMW4;H0YNP5;H0YKN4	6;6;6;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;2;2;2;1;1;1	6;6;6;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;2;2;2;1;1;1	6;6;6;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;2;2;2;1;1;1	Annexin A2;Annexin;Putative annexin A2-like protein	ANXA2;ANXA2P2	25	6	6	6
H0YME5;Q9P2K8-2;Q9P2K8;Q9P2K8-3	H0YME5;Q9P2K8-2;Q9P2K8	6;6;6;2	6;6;6;2	6;6;6;2	Eukaryotic translation initiation factor 2-alpha kinase 4	EIF2AK4	4	6	6	6
H0YMH7;Q05D32-2;Q05D32;H0YNU2;H0YNW9	H0YMH7;Q05D32-2;Q05D32	3;3;3;1;1	3;3;3;1;1	3;3;3;1;1	CTD small phosphatase-like protein 2	CTDSPL2	5	3	3	3
H0YMV8;Q71UM5;C9JLI6	H0YMV8;Q71UM5	7;6;3	2;1;1	2;1;1	40S ribosomal protein S27;40S ribosomal protein S27-like	RPS27L	3	7	2	2
H0YN26;P39687;H7BZ09;O95626;O43423	H0YN26;P39687	24;24;8;2;2	24;24;8;2;2	21;21;7;2;2	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A	5	24	24	21
H0YN68;Q9Y6B2-2;Q9Y6B2	H0YN68;Q9Y6B2-2;Q9Y6B2	1;1;1	1;1;1	1;1;1	EP300-interacting inhibitor of differentiation 1	EID1	3	1	1	1
H0YN78;Q9BV29;Q9BV29-2;H0YM19;H0YLI5;H0YMC0;Q9BV29-3;H0YLN5	H0YN78;Q9BV29;Q9BV29-2;H0YM19;H0YLI5;H0YMC0;Q9BV29-3	3;3;3;2;2;2;2;1	3;3;3;2;2;2;2;1	3;3;3;2;2;2;2;1	Uncharacterized protein C15orf57	C15orf57	8	3	3	3
H0YNE9;Q92930;A0A2R8YDI9;H0YLJ8;H0YL94;H0YMN7;G3V196;A0A2R8YFB8;P51153;P59190-2;P59190	H0YNE9;Q92930	3;3;1;1;1;1;1;1;1;1;1	2;2;0;0;0;0;0;0;0;0;0	2;2;0;0;0;0;0;0;0;0;0	Ras-related protein Rab-8B	RAB8B	11	3	2	2
Q9NYL9;H0YNJ8;H0YKU1	Q9NYL9;H0YNJ8;H0YKU1	12;12;11	12;12;11	12;12;11	Tropomodulin-3	TMOD3	3	12	12	12
H3BLV9;Q96SB4-4;Q96SB4;Q96SB4-3;A8MPP7;A8MPY5;E7ETV6;Q9UPE1-2;Q9UPE1-3;Q9UPE1-4;Q9UPE1;D6RBF8;H0Y932;H7C2I2	H3BLV9;Q96SB4-4;Q96SB4;Q96SB4-3	17;17;17;17;3;3;3;3;3;3;3;2;1;1	13;13;13;13;0;0;0;0;0;0;0;2;1;0	13;13;13;13;0;0;0;0;0;0;0;2;1;0	SRSF protein kinase 1	SRPK1	14	17	13	13
H3BM14;H3BM74;Q9Y5A7-2;Q9Y5A7;C9JRT6;F8WDB6;C9J7X7;H7C5E1;H7C5N1	H3BM14;H3BM74;Q9Y5A7-2;Q9Y5A7;C9JRT6;F8WDB6	16;16;16;16;13;13;5;3;2	16;16;16;16;13;13;5;3;2	13;13;13;13;10;10;2;3;2	NEDD8 ultimate buster 1	NUB1	9	16	16	13
H3BM38;O00161;H3BNE1;H3BR18;H3BPJ0;O00161-2;H3BNG6;H3BU94;H3BR99;H3BV99;H3BP15;H3BQY9	H3BM38;O00161;H3BNE1;H3BR18;H3BPJ0;O00161-2	5;5;4;4;4;4;2;2;1;1;1;1	5;5;4;4;4;4;2;2;1;1;1;1	5;5;4;4;4;4;2;2;1;1;1;1	Synaptosomal-associated protein;Synaptosomal-associated protein 23	SNAP23	12	5	5	5
H3BM39;H3BR76;Q8N371-2;Q8N371;Q8N371-3	H3BM39;H3BR76;Q8N371-2;Q8N371;Q8N371-3	3;3;3;3;2	3;3;3;3;2	3;3;3;3;2	Lysine-specific demethylase 8	KDM8	5	3	3	3
H3BM67;H3BUP2;H3BUN4;O60936;O60936-3;O60936-1;H3BQJ5;J3QLT7	H3BM67;H3BUP2;H3BUN4;O60936;O60936-3;O60936-1	7;7;7;7;7;4;3;1	7;7;7;7;7;4;3;1	7;7;7;7;7;4;3;1	Nucleolar protein 3	NOL3	8	7	7	7
H3BTD3;H3BMD8;P56211-2;P56211;H3BQ52;A6NMQ3;Q5T5H1;O43768-6;O43768-5;O43768-2;O43768;O43768-9;O43768-7;O43768-3;O43768-4	H3BTD3;H3BMD8;P56211-2;P56211;H3BQ52;A6NMQ3;Q5T5H1;O43768-6;O43768-5;O43768-2;O43768;O43768-9;O43768-7;O43768-3;O43768-4	2;2;2;2;1;1;1;1;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1;1;1;1;1	cAMP-regulated phosphoprotein 19;Alpha-endosulfine	ARPP19;ENSA	15	2	2	2
H3BMH2;H3BSC1;P62491-2;Q15907-2;P62491;Q15907;B4DQU5;P57735	H3BMH2;H3BSC1;P62491-2;Q15907-2;P62491;Q15907	10;10;10;10;10;10;2;2	10;10;10;10;10;10;2;2	10;10;10;10;10;10;2;2	Ras-related protein Rab-11A;Ras-related protein Rab-11B	RAB11A;RAB11B	8	10	10	10
Q15287;H3BTC0;H3BMM9;H3BV80;Q15287-2;Q15287-3;H3BMS0;H3BPG5;H3BNU7;H3BUL0;H3BRK4;H3BTV0;H3BUG0;H3BTR6;H3BP82;H3BNI3;H3BTY0	Q15287;H3BTC0;H3BMM9;H3BV80;Q15287-2;Q15287-3;H3BMS0;H3BPG5	9;9;9;9;8;8;6;6;1;1;1;1;1;1;1;1;1	9;9;9;9;8;8;6;6;1;1;1;1;1;1;1;1;1	9;9;9;9;8;8;6;6;1;1;1;1;1;1;1;1;1	RNA-binding protein with serine-rich domain 1	RNPS1	17	9	9	9
Q86WV2;H3BN72;H3BNV9;P13073;H3BPG0;H3BNI5	Q86WV2;H3BN72;H3BNV9;P13073;H3BPG0	3;3;3;3;2;1	3;3;3;3;2;1	3;3;3;3;2;1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	6	3	3	3
H3BNC9;P08708;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4	H3BNC9;P08708;H0YN88;A0A075B716	17;17;15;15;6;2	17;17;15;15;6;2	17;17;15;15;6;2	40S ribosomal protein S17	RPS17	6	17	17	17
H3BNM4;Q8NBZ0;I3NI13;I3L270;J3KNE2;Q8NBZ0-2	H3BNM4;Q8NBZ0;I3NI13;I3L270;J3KNE2;Q8NBZ0-2	2;2;1;1;1;1	2;2;1;1;1;1	2;2;1;1;1;1	INO80 complex subunit E	INO80E	6	2	2	2
H3BNT4;Q99547;H3BSB3;H3BNK8;H3BU96	H3BNT4;Q99547;H3BSB3	6;6;5;1;1	6;6;5;1;1	6;6;5;1;1	M-phase phosphoprotein 6	MPHOSPH6	5	6	6	6
H3BP20;P06865;H3BS10;H3BU85;H3BTD4;P06865-2;A0A087WUJ7	H3BP20;P06865;H3BS10;H3BU85;H3BTD4	11;11;9;6;6;4;2	11;11;9;6;6;4;2	11;11;9;6;6;4;2	Beta-hexosaminidase;Beta-hexosaminidase subunit alpha	HEXA	7	11	11	11
H3BP28;Q99807-2;Q99807;H3BSZ3;H3BS11;H3BTN8;I3L1T0	H3BP28;Q99807-2;Q99807;H3BSZ3;H3BS11;H3BTN8;I3L1T0	2;2;2;1;1;1;1	2;2;2;1;1;1;1	2;2;2;1;1;1;1	5-demethoxyubiquinone hydroxylase, mitochondrial	COQ7	7	2	2	2
H3BPE1;H3BQK9;Q9UPN3-3;Q9UPN3-2;Q9UPN3-5;Q9UPN3;Q9UPN3-4;H0Y390;E9PNZ4;H0Y314;H0Y4F5;H0Y6T5;E9PLY0;H0Y7I1	H3BPE1;H3BQK9;Q9UPN3-3;Q9UPN3-2;Q9UPN3-5;Q9UPN3;Q9UPN3-4;H0Y390	55;55;53;53;50;50;48;45;8;6;4;3;3;1	55;55;53;53;50;50;48;45;8;6;4;3;3;1	42;42;40;40;41;39;37;37;4;5;3;3;0;1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	MACF1	14	55	55	42
H3BPE7;P35637-2;P35637	H3BPE7;P35637-2;P35637	7;7;7	6;6;6	6;6;6	RNA-binding protein FUS	FUS	3	7	6	6
H3BQM0;Q8NDF8;Q8NDF8-5;Q8NDF8-3	H3BQM0;Q8NDF8;Q8NDF8-5;Q8NDF8-3	2;2;2;1	2;2;2;1	2;2;2;1	Non-canonical poly(A) RNA polymerase PAPD5	PAPD5	4	2	2	2
H3BQV7;Q96RK4-2;H3BV56;H3BSE2;H3BUU1;H3BPP7;H3BSL2;Q96RK4	H3BQV7;Q96RK4-2;H3BV56;H3BSE2;H3BUU1;H3BPP7;H3BSL2;Q96RK4	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	Bardet-Biedl syndrome 4 protein	BBS4	8	2	2	2
H3BRF9;Q96K21-2;Q96K21;H3BN64;Q96K21-4;H3BRM1;Q96K21-3;H3BUW6	H3BRF9;Q96K21-2;Q96K21;H3BN64;Q96K21-4;H3BRM1;Q96K21-3	7;7;7;6;6;5;5;3	7;7;7;6;6;5;5;3	7;7;7;6;6;5;5;3	Abscission/NoCut checkpoint regulator	ZFYVE19	8	7	7	7
O14562;H3BRL3;H3BUM8	O14562;H3BRL3;H3BUM8	17;17;9	17;17;9	17;17;9	Ubiquitin domain-containing protein UBFD1	UBFD1	3	17	17	17
H3BRQ0;Q96CD2;Q96CD2-2;H3BU34;H3BSE3;H3BQB0	H3BRQ0;Q96CD2;Q96CD2-2	5;5;3;2;2;2	5;5;3;2;2;2	5;5;3;2;2;2	Phosphopantothenoylcysteine decarboxylase	PPCDC	6	5	5	5
H3BRS1;Q12968;I3L3K7;H3BR83;Q12968-6;Q12968-4;Q12968-3;Q12968-2;Q12968-5	H3BRS1;Q12968;I3L3K7;H3BR83;Q12968-6;Q12968-4;Q12968-3;Q12968-2;Q12968-5	9;9;7;7;7;7;7;7;6	9;9;7;7;7;7;7;7;6	9;9;7;7;7;7;7;7;6	Nuclear factor of activated T-cells, cytoplasmic 3	NFATC3	9	9	9	9
H3BS58;H3BSG0;Q9BSU1;H3BRA5;Q9BSU1-2	H3BS58;H3BSG0;Q9BSU1;H3BRA5	3;3;3;2;1	3;3;3;2;1	3;3;3;2;1	UPF0183 protein C16orf70	C16orf70	5	3	3	3
H3BSG1;Q9H900-2;Q9H900	H3BSG1;Q9H900-2;Q9H900	1;1;1	1;1;1	1;1;1	Protein zwilch homolog	ZWILCH	3	1	1	1
H3BSM5;P60520	H3BSM5;P60520	2;2	2;2	2;2	Gamma-aminobutyric acid receptor-associated protein-like 2	GABARAPL2	2	2	2	2
H3BSW6;Q2VPK5;Q2VPK5-3;Q2VPK5-5;H3BNM3;H3BPG4	H3BSW6;Q2VPK5;Q2VPK5-3;Q2VPK5-5	6;6;5;4;1;1	6;6;5;4;1;1	6;6;5;4;1;1	Cytoplasmic tRNA 2-thiolation protein 2	CTU2	6	6	6	6
H3BTB3;I3L0H8;Q9NUU7;J3QRH0;H3BSL8;H3BP36;H3BP50;H3BMQ5;H3BN59;F6QDS0;H3BQK0;Q9UMR2-2;Q9UMR2-4;Q9UMR2	H3BTB3;I3L0H8;Q9NUU7;J3QRH0;H3BSL8	3;3;3;2;2;1;1;1;1;1;1;1;1;1	3;3;3;2;2;1;1;1;1;1;1;1;1;1	3;3;3;2;2;1;1;1;1;1;1;1;1;1	ATP-dependent RNA helicase DDX19A	DDX19A	14	3	3	3
H3BTX0;Q9BTK6	H3BTX0;Q9BTK6	1;1	1;1	1;1	PAXIP1-associated glutamate-rich protein 1	PAGR1	2	1	1	1
Q96NX8;H3BU86;O14662-3;O14662-2;O14662-4;O14662-5;O14662;E9PND6;B7ZBM4;B7ZBM5;H0YEW0;F8W9Z6;B7ZBM8;O14662-6	Q96NX8;H3BU86;O14662-3;O14662-2;O14662-4;O14662-5;O14662	3;3;3;3;3;3;3;1;1;1;1;1;1;1	3;3;3;3;3;3;3;1;1;1;1;1;1;1	3;3;3;3;3;3;3;1;1;1;1;1;1;1	Syntaxin-16	STX16;STX16-NPEPL1	14	3	3	3
H3BUF6;Q8WWM7-7;H3BSK9;H3BUE3;H3BSQ5	H3BUF6;Q8WWM7-7;H3BSK9	43;25;23;12;11	1;0;0;0;0	1;0;0;0;0	Ataxin-2-like protein	ATXN2L	5	43	1	1
H3BUX2;J3KNF8;O43169;D6RFH4;J3QR91	H3BUX2;J3KNF8;O43169;D6RFH4	3;3;3;2;1	3;3;3;2;1	3;3;3;2;1	Cytochrome b5 type B	CYB5B	5	3	3	3
I3L3J4;H6UMI1;O95166	I3L3J4;H6UMI1;O95166	2;2;2	2;2;2	2;2;2	Gamma-aminobutyric acid receptor-associated protein	GABARAP	3	2	2	2
H7BXP1;Q9NYR9-2;Q9NYR9;K7ERG2;Q9NYR9-3;A0A0A0MTA0;K7EKE9;K7ER26;K7ELL8;Q9NYR9-4	H7BXP1;Q9NYR9-2;Q9NYR9;K7ERG2;Q9NYR9-3	4;4;4;3;3;1;1;1;1;1	4;4;4;3;3;1;1;1;1;1	4;4;4;3;3;1;1;1;1;1	NF-kappa-B inhibitor-interacting Ras-like protein 2	NKIRAS2	10	4	4	4
Q5JRG1;H7BYF2;Q9BVL2-2;Q9BVL2-3;Q9BVL2	Q5JRG1;H7BYF2;Q9BVL2-2;Q9BVL2-3;Q9BVL2	8;8;8;8;8	8;8;8;8;8	8;8;8;8;8	Nucleoporin p58/p45	NUPL1	5	8	8	8
J3KRM8;H7BYT1;P48730-2;P48730	J3KRM8;H7BYT1;P48730-2;P48730	3;3;3;3	3;3;3;3	3;3;3;3	Casein kinase I isoform delta	CSNK1D	4	3	3	3
H7BYW5;P31321;C9JSK5	H7BYW5;P31321;C9JSK5	15;15;9	6;6;1	6;6;1	cAMP-dependent protein kinase type I-beta regulatory subunit	PRKAR1B	3	15	6	6
H7BYY1;F5H7S3;B7Z596;P09493-2;P09493-3;Q6ZN40;P09493-9;H0YKX5;H0YK20;H0YL42	H7BYY1;F5H7S3;B7Z596;P09493-2;P09493-3;Q6ZN40;P09493-9	31;27;27;25;21;20;20;15;5;5	19;15;15;13;9;8;8;5;5;5	0;0;0;0;0;0;0;0;0;0	Tropomyosin alpha-1 chain	TPM1	10	31	19	0
H7BZJ3	H7BZJ3	9	2	2	NA	PDIA3	1	9	2	2
H7C0D5;Q9BSR8	H7C0D5;Q9BSR8	1;1	1;1	1;1	Protein YIPF4	YIPF4	2	1	1	1
H7C3H7;H7C0J3	H7C3H7;H7C0J3	6;6	3;3	3;3	NA	CHD3	2	6	3	3
H7C0N4	H7C0N4	2	2	2	NA	SF1	1	2	2	2
H7C0Q0;Q9HB20	H7C0Q0;Q9HB20	1;1	1;1	1;1	Pleckstrin homology domain-containing family A member 3	PLEKHA3	2	1	1	1
H7C0S8;O75575	H7C0S8;O75575	2;1	1;1	1;1	DNA-directed RNA polymerase III subunit RPC9	CRCP	2	2	1	1
H7C1I0;Q96K37-2;Q96K37	H7C1I0;Q96K37-2;Q96K37	1;1;1	1;1;1	1;1;1	Solute carrier family 35 member E1	SLC35E1	3	1	1	1
H7C1Q1;H7C471;H0Y5R9;F8WCD1;B5MD46;Q9BXI6;Q9BXI6-2;F8W9Y7;H0Y2U5;B7WPJ3;Q8WTX7	H7C1Q1;H7C471;H0Y5R9;F8WCD1;B5MD46;Q9BXI6;Q9BXI6-2	3;2;2;2;2;2;2;1;1;1;1	3;2;2;2;2;2;2;1;1;1;1	3;2;2;2;2;2;2;1;1;1;1	TBC1 domain family member 10A	TBC1D10A	11	3	3	3
H7C284;Q6ZSS7	H7C284;Q6ZSS7	1;1	1;1	1;1	Major facilitator superfamily domain-containing protein 6	MFSD6	2	1	1	1
H7C2Q8;Q99848	H7C2Q8;Q99848	11;11	11;11	11;11	Probable rRNA-processing protein EBP2	EBNA1BP2	2	11	11	11
H7C2T1;P46527	H7C2T1;P46527	1;1	1;1	1;1	Cyclin-dependent kinase inhibitor 1B	CDKN1B	2	1	1	1
H7C3Q6;Q8WV92	H7C3Q6;Q8WV92	1;1	1;1	1;1	MIT domain-containing protein 1	MITD1	2	1	1	1
H7C4H2;Q9Y5M8	H7C4H2;Q9Y5M8	6;6	6;6	6;6	Signal recognition particle receptor subunit beta	SRPRB	2	6	6	6
H7C4V0;W5RWE6;Q7Z7A4-3;Q7Z7A4-5;Q7Z7A4-7;Q7Z7A4-6;Q7Z7A4-4;Q7Z7A4	H7C4V0;W5RWE6;Q7Z7A4-3;Q7Z7A4-5;Q7Z7A4-7;Q7Z7A4-6;Q7Z7A4-4;Q7Z7A4	2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2	1;1;1;1;1;1;1;1	PX domain-containing protein kinase-like protein	PXK	8	2	2	1
H7C598;Q8IWF6	H7C598;Q8IWF6	2;2	2;2	2;2	Protein DENND6A	DENND6A	2	2	2	2
H7C5G1;Q2TAA2-2;Q2TAA2;C9JDY4;C9J5J2;C9JE02	H7C5G1;Q2TAA2-2;Q2TAA2;C9JDY4;C9J5J2;C9JE02	4;4;4;2;2;2	4;4;4;2;2;2	4;4;4;2;2;2	Isoamyl acetate-hydrolyzing esterase 1 homolog	IAH1	6	4	4	4
H7C5U8;Q9P0M9;D6RAN8;D6RE11;B3KN43	H7C5U8;Q9P0M9;D6RAN8	7;7;6;2;2	7;7;6;2;2	7;7;6;2;2	39S ribosomal protein L27, mitochondrial	MRPL27	5	7	7	7
H9ZYI9;Q06547-4;Q06547-3;H0YNZ0	H9ZYI9;Q06547-4;Q06547-3;H0YNZ0	5;5;5;3	1;1;1;0	1;1;1;0	GA-binding protein subunit beta-1	GABPB1	4	5	1	1
Q9Y2R5;I3L0E3;E9PE17	Q9Y2R5;I3L0E3;E9PE17	8;8;7	8;8;7	8;8;7	28S ribosomal protein S17, mitochondrial	MRPS17;hCG_1984214	3	8	8	8
I3L0N3;P46459-2;P46459;I3L2G1;K7EQD6	I3L0N3;P46459-2;P46459	16;16;16;1;1	16;16;16;1;1	16;16;16;1;1	Vesicle-fusing ATPase	NSF	5	16	16	16
I3L0U5;Q6PK04	I3L0U5;Q6PK04	2;2	2;2	2;2	Coiled-coil domain-containing protein 137	CCDC137	2	2	2	2
I3L1H5;Q9BZG8-3;Q9BZG8-2;Q9BZG8;V9GYS2;U3KQN3;I3L3X9	I3L1H5;Q9BZG8-3;Q9BZG8-2;Q9BZG8	3;3;3;3;1;1;1	3;3;3;3;1;1;1	3;3;3;3;1;1;1	Diphthamide biosynthesis protein 1	DPH1	7	3	3	3
I3L1P8;Q02978-2;Q02978	I3L1P8;Q02978-2;Q02978	1;1;1	1;1;1	1;1;1	Mitochondrial 2-oxoglutarate/malate carrier protein	SLC25A11	3	1	1	1
I3L1Q3;Q8TE02;Q8TE02-4	I3L1Q3;Q8TE02;Q8TE02-4	1;1;1	1;1;1	1;1;1	Elongator complex protein 5	ELP5	3	1	1	1
I3L1Y9;Q96CP2;I3L4I0;I3L0R3;I3L231	I3L1Y9;Q96CP2;I3L4I0	4;4;2;1;1	4;4;2;1;1	3;3;1;0;0	FLYWCH family member 2	FLYWCH2	5	4	4	3
I3L2B0;I3L4B5;I3L318;I3L350	I3L2B0	46;6;5;1	46;6;5;1	5;0;0;0	NA	CLUH	4	46	46	5
