Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
I3L4C2;Q9UQB8-3;Q9UQB8-5;Q9UQB8-4;Q9UQB8-6;Q9UQB8-2;Q9UQB8;B4DWA1;I3L3C6;I3L2M4;I3L4A3;I3L0Y9;I3L125;I3L327;I3L1C8;I3L526	I3L4C2;Q9UQB8-3;Q9UQB8-5;Q9UQB8-4;Q9UQB8-6;Q9UQB8-2;Q9UQB8;B4DWA1;I3L3C6;I3L2M4	6;6;6;6;6;6;6;5;3;3;2;2;2;2;2;1	6;6;6;6;6;6;6;5;3;3;2;2;2;2;2;1	6;6;6;6;6;6;6;5;3;3;2;2;2;2;2;1	Brain-specific angiogenesis inhibitor 1-associated protein 2	BAIAP2	16	6	6	6
J3KQU4;I3L4I4;O75674-2;O75674;I3L1G1;I3L3M3;I3L4G0;I3L367;I3NI44;O75674-3;I3L0N2;I3L3T4	J3KQU4;I3L4I4;O75674-2;O75674;I3L1G1;I3L3M3;I3L4G0;I3L367;I3NI44;O75674-3	6;6;6;6;5;3;3;3;3;3;2;2	6;6;6;6;5;3;3;3;3;3;2;2	6;6;6;6;5;3;3;3;3;3;2;2	TOM1-like protein 1	TOM1L1	12	6	6	6
I3L4V0;Q9BRA0;Q9BRA0-2;A0A0B4J297;I3L3Z2;I3L310	I3L4V0;Q9BRA0;Q9BRA0-2;A0A0B4J297;I3L3Z2;I3L310	4;4;4;3;3;2	4;4;4;3;3;2	4;4;4;3;3;2	N-alpha-acetyltransferase 38, NatC auxiliary subunit	NAA38	6	4	4	4
I6L894;Q01484;Q01484-5;Q01484-2;D6RHE1;E9PCH6;E9PHW9;A0A0U1RQN6;B7Z651;Q01484-7;D6R9U4;H0YAG3;D6RIY9	I6L894;Q01484;Q01484-5;Q01484-2;D6RHE1;E9PCH6;E9PHW9;A0A0U1RQN6	29;28;26;26;19;18;18;15;13;10;3;3;2	29;28;26;26;19;18;18;15;13;10;3;3;2	13;13;12;12;12;3;12;12;12;0;3;0;2	Ankyrin-2	ANK2	13	29	29	13
J3KMZ8;Q92785;Q92785-2	J3KMZ8;Q92785;Q92785-2	4;4;2	4;4;2	4;4;2	Zinc finger protein ubi-d4	DPF2	3	4	4	4
J3KMZ9;P01130-2;P01130-3;P01130-6;P01130-4;P01130-5;P01130;H0YMD1;H0YM92	J3KMZ9;P01130-2;P01130-3;P01130-6;P01130-4;P01130-5;P01130;H0YMD1	3;3;3;3;3;3;3;2;1	3;3;3;3;3;3;3;2;1	3;3;3;3;3;3;3;2;1	Low-density lipoprotein receptor	LDLR	9	3	3	3
J3KN01	J3KN01	56	56	1	NA	MLLT4	1	56	56	1
J3KN29;O00233;F5H5V4;F5GX23;O00233-2;F5H7X1;F5H169;O00233-3	J3KN29;O00233;F5H5V4;F5GX23;O00233-2;F5H7X1	7;7;6;6;6;4;3;2	7;7;6;6;6;4;3;2	7;7;6;6;6;4;3;2	26S proteasome non-ATPase regulatory subunit 9	PSMD9	8	7	7	7
J3KN36;Q5JPE7-2;P69849;Q5JPE7;Q5JPE7-3	J3KN36;Q5JPE7-2;P69849;Q5JPE7;Q5JPE7-3	36;36;36;36;31	36;36;36;36;31	0;0;0;0;0	Nodal modulator 2;Nodal modulator 3	NOMO3;NOMO2	5	36	36	0
J3KN66;Q5JTV8-3;A0A0A0MSK5;Q5JTV8;H0Y4R4;Q5JTV8-2;H0YDU3;H0YD16	J3KN66;Q5JTV8-3;A0A0A0MSK5;Q5JTV8	17;17;16;16;8;8;5;5	17;17;16;16;8;8;5;5	17;17;16;16;8;8;5;5	Torsin-1A-interacting protein 1	TOR1AIP1	8	17	17	17
J3KN67;P06753-7;D6RGJ6	J3KN67	28;12;3	5;0;3	0;0;0	NA	TPM3	3	28	5	0
S4R3Q9;J3KNA0;Q15070-2;Q15070;E7EVY0;C9JC63;Q15070-3	S4R3Q9;J3KNA0;Q15070-2;Q15070;E7EVY0;C9JC63;Q15070-3	6;6;6;6;5;3;3	6;6;6;6;5;3;3	6;6;6;6;5;3;3	Mitochondrial inner membrane protein OXA1L	OXA1L	7	6	6	6
J3KNF4;O14618;E9PP76;E9PK03	J3KNF4;O14618;E9PP76	8;8;4;3	8;8;4;3	8;8;4;3	Copper chaperone for superoxide dismutase;Superoxide dismutase [Cu-Zn]	CCS	4	8	8	8
J3KNF5;O15078;O15078-2;F8VS29;A0A0A0MS86;F8W0V9;F8W097	J3KNF5;O15078;O15078-2	8;8;6;2;2;1;1	8;8;6;2;2;1;1	8;8;6;2;2;1;1	Centrosomal protein of 290 kDa	CEP290	7	8	8	8
J3KNN3;P15735-2;P15735;H3BP07;H3BTW6;H3BTI9;H3BN16	J3KNN3;P15735-2;P15735;H3BP07;H3BTW6	6;6;6;4;4;2;1	6;6;6;4;4;2;1	6;6;6;4;4;2;1	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	PHKG2	7	6	6	6
J3KNN5;Q9UJV9;H0Y8L8;D6RD33;D6RGI7	J3KNN5;Q9UJV9	8;8;2;1;1	8;8;2;1;1	8;8;2;1;1	Probable ATP-dependent RNA helicase DDX41	DDX41	5	8	8	8
J3KNN7;Q7Z569;Q7Z569-2	J3KNN7;Q7Z569;Q7Z569-2	15;15;10	15;15;10	15;15;10	BRCA1-associated protein	BRAP	3	15	15	15
J3KNQ4;Q9NVD7;E9PS97;Q9NVD7-2	J3KNQ4;Q9NVD7;E9PS97	6;6;4;1	5;5;4;1	5;5;4;1	Alpha-parvin	PARVA	4	6	5	5
J3KNS1;Q9UPW5;Q9UPW5-2;Q9UPW5-3	J3KNS1;Q9UPW5;Q9UPW5-2;Q9UPW5-3	5;5;4;4	5;5;4;4	5;5;4;4	Cytosolic carboxypeptidase 1	AGTPBP1	4	5	5	5
J3KNV4;Q13683-9;Q13683-7;Q13683-3;Q13683;Q13683-13;Q13683-10	J3KNV4;Q13683-9;Q13683-7;Q13683-3;Q13683;Q13683-13;Q13683-10	2;2;2;2;2;1;1	2;2;2;2;2;1;1	2;2;2;2;2;1;1	Integrin alpha-7;Integrin alpha-7 heavy chain;Integrin alpha-7 light chain;Integrin alpha-7 70 kDa form	ITGA7	7	2	2	2
J3QL05;J3KP15;Q01130-2;Q01130	J3QL05;J3KP15;Q01130-2;Q01130	5;5;5;5	5;5;5;5	3;3;3;3	Serine/arginine-rich splicing factor 2	SRSF2	4	5	5	3
J3KP26;Q86W74-2;Q86W74;E5RHV2;E5RI20;E5RFM7;E5RI04	J3KP26;Q86W74-2;Q86W74	3;3;3;1;1;1;1	3;3;3;1;1;1;1	3;3;3;1;1;1;1	Ankyrin repeat domain-containing protein 46	ANKRD46	7	3	3	3
P04637;P04637-3;P04637-2;J3KP33;P04637-4;P04637-6;P04637-5;A0A0U1RQC9;A0A087WZU8;E7EQX7;P04637-7;E7ESS1;P04637-9;P04637-8;E7EMR6;A0A087WT22;A0A087WXZ1;A0A087X1Q1;E9PFT5;S4R334;E9PCY9	P04637;P04637-3;P04637-2;J3KP33;P04637-4;P04637-6;P04637-5;A0A0U1RQC9;A0A087WZU8;E7EQX7;P04637-7;E7ESS1;P04637-9;P04637-8;E7EMR6;A0A087WT22;A0A087WXZ1;A0A087X1Q1;E9PFT5	8;8;8;8;7;7;7;7;6;6;5;5;5;5;4;4;4;4;4;2;2	8;8;8;8;7;7;7;7;6;6;5;5;5;5;4;4;4;4;4;2;2	8;8;8;8;7;7;7;7;6;6;5;5;5;5;4;4;4;4;4;2;2	Cellular tumor antigen p53	TP53	21	8	8	8
J3KPJ3;Q8N5S9;Q8N5S9-2	J3KPJ3;Q8N5S9;Q8N5S9-2	8;8;7	8;8;7	8;8;7	Calcium/calmodulin-dependent protein kinase kinase 1	CAMKK1	3	8	8	8
J3KPL8;O00213-2;O00213;A0A075B7G8;A0A087X0V7;A0A087WYH9;O00213-4;O00213-6;O00213-3;O00213-5;V9GY97;V9GYR7	J3KPL8;O00213-2;O00213;A0A075B7G8;A0A087X0V7;A0A087WYH9;O00213-4;O00213-6;O00213-3;O00213-5	8;8;8;7;4;4;4;4;4;4;3;2	8;8;8;7;4;4;4;4;4;4;3;2	8;8;8;7;4;4;4;4;4;4;3;2	Amyloid beta A4 precursor protein-binding family B member 1	APBB1	12	8	8	8
S4R360;J3KPP0;S4R2Z7;Q9Y6G3	S4R360;J3KPP0;S4R2Z7;Q9Y6G3	5;5;5;5	5;5;5;5	5;5;5;5	39S ribosomal protein L42, mitochondrial	MRPL42	4	5	5	5
J3KPS0;Q9NXW2;V9GYN7;Q9NXW2-2;V9GY70	J3KPS0;Q9NXW2;V9GYN7;Q9NXW2-2	5;5;4;4;2	5;5;4;4;2	5;5;4;4;2	DnaJ homolog subfamily B member 12	DNAJB12	5	5	5	5
J3KPS2;Q6ZRV2	J3KPS2;Q6ZRV2	2;2	2;2	2;2	Protein FAM83H	FAM83H	2	2	2	2
J3KPT4;Q9H4I3;Q9H4I3-2	J3KPT4;Q9H4I3;Q9H4I3-2	10;10;8	10;10;8	10;10;8	TraB domain-containing protein	TRABD	3	10	10	10
J3KPX7;Q99623;F5GY37;Q99623-2;F5GWA7;F5H3X6;F5H0C5;F5H2D2;U3KPZ5	J3KPX7;Q99623;F5GY37;Q99623-2;F5GWA7;F5H3X6	18;18;17;14;12;11;4;3;1	18;18;17;14;12;11;4;3;1	18;18;17;14;12;11;4;3;1	Prohibitin-2	PHB2	9	18	18	18
J3KQ32;Q9NTK5;Q9NTK5-3;Q9NTK5-2;C9JCJ9;C9JTK6	J3KQ32;Q9NTK5;Q9NTK5-3;Q9NTK5-2	30;30;20;19;9;9	30;30;20;19;9;9	30;30;20;19;9;9	Obg-like ATPase 1	OLA1	6	30	30	30
J3KQ48;Q9Y3E5	J3KQ48;Q9Y3E5	6;6	6;6	6;6	Peptidyl-tRNA hydrolase 2, mitochondrial	PTRH2	2	6	6	6
J3KQJ1;Q8NBJ7;A8MXB9;C9JL30;C9J660;Q8NBJ7-3;Q8NBJ7-2;F8WA42;H7C3B2;E9PBT8;J3QT17;Q8NBJ7-5;E9PG02;F8WEX5;F8WES7;Q8NBJ7-4;F8WEV7	J3KQJ1;Q8NBJ7;A8MXB9;C9JL30;C9J660;Q8NBJ7-3;Q8NBJ7-2;F8WA42;H7C3B2;E9PBT8;J3QT17;Q8NBJ7-5	11;11;10;9;9;8;8;8;8;7;6;6;4;4;3;3;3	11;11;10;9;9;8;8;8;8;7;6;6;4;4;3;3;3	11;11;10;9;9;8;8;8;8;7;6;6;4;4;3;3;3	Sulfatase-modifying factor 2	SUMF2	17	11	11	11
J3KR35;Q8WUD4;S4R331;C9JUN5	J3KR35;Q8WUD4	4;4;1;1	4;4;1;1	4;4;1;1	Coiled-coil domain-containing protein 12	CCDC12	4	4	4	4
J3KR44;Q96FW1;F5H6Q1;F5GYN4;F5GYJ8;F5H3F0;Q96FW1-2	J3KR44;Q96FW1;F5H6Q1;F5GYN4;F5GYJ8;F5H3F0;Q96FW1-2	18;18;17;16;15;9;9	18;18;17;16;15;9;9	18;18;17;16;15;9;9	Ubiquitin thioesterase OTUB1	OTUB1	7	18	18	18
Q9BTW9-4;Q9BTW9;J3KR97;Q9BTW9-5;A0A0J9YVR1;A0A0J9YWI5;I3L439;I3L163;I3L500;I3L120;A0A0J9YXU4;I3L143;I3L1S3;A0A0J9YVU1;I3L0V3;A0A0J9YYG2;I3L131;I3L3H4;I3L4D2;Q9BTW9-2;Q9BTW9-3;A0A0J9YY08	Q9BTW9-4;Q9BTW9;J3KR97;Q9BTW9-5	29;29;29;17;12;12;8;7;6;4;4;4;4;4;3;3;2;2;2;2;2;2	29;29;29;17;12;12;8;7;6;4;4;4;4;4;3;3;2;2;2;2;2;2	29;29;29;17;12;12;8;7;6;4;4;4;4;4;3;3;2;2;2;2;2;2	Tubulin-specific chaperone D	TBCD	22	29	29	29
J3KRA9;Q96Q15-2;Q96Q15;Q96Q15-3;Q96Q15-4;H3BQN7;I3L144;I3L400;I3L0W2	J3KRA9;Q96Q15-2;Q96Q15;Q96Q15-3;Q96Q15-4	20;20;20;19;16;4;2;1;1	20;20;20;19;16;4;2;1;1	20;20;20;19;16;4;2;1;1	Serine/threonine-protein kinase SMG1	SMG1	9	20	20	20
J3KRR0;J3QQM5;Q9BT23	J3KRR0;J3QQM5;Q9BT23	1;1;1	1;1;1	1;1;1	LIM domain-containing protein 2	LIMD2	3	1	1	1
J3KS05;P83916;K7ELA4;B5MD17;C9JWS9	J3KS05;P83916;K7ELA4;B5MD17;C9JWS9	5;5;4;4;3	4;4;3;3;3	4;4;3;3;3	Chromobox protein homolog 1	CBX1	5	5	4	4
J3KS15;Q14197	J3KS15;Q14197	6;6	6;6	6;6	Peptidyl-tRNA hydrolase ICT1, mitochondrial	ICT1	2	6	6	6
J3KTA4;P17844;P17844-2;J3KRZ1;J3QSF1;J3QRQ7;J3QRN5;J3KRX8;J3KTQ4;J3QLG9;J3QR62;X6RLV5;J3QR02	J3KTA4;P17844;P17844-2	26;26;23;10;9;8;2;2;2;1;1;1;1	19;19;16;5;6;6;2;2;2;1;1;1;1	19;19;16;5;6;6;2;2;2;1;1;1;1	Probable ATP-dependent RNA helicase DDX5	DDX5	13	26	19	19
J3QR09;J3KTE4;P84098	J3QR09;J3KTE4;P84098	6;6;6	6;6;6	6;6;6	Ribosomal protein L19;60S ribosomal protein L19	RPL19	3	6	6	6
J3KTI2;Q9BRT3	J3KTI2;Q9BRT3	4;4	4;4	4;4	Migration and invasion enhancer 1	MIEN1	2	4	4	4
J3KTL2;Q07955;Q07955-3;Q07955-2;J3KSR8;J3QQV5;J3KSW7	J3KTL2;Q07955;Q07955-3;Q07955-2	13;13;12;12;6;4;4	13;13;12;12;6;4;4	13;13;12;12;6;4;4	Serine/arginine-rich splicing factor 1	SRSF1	7	13	13	13
J3QL71;Q96FV2-2;Q96FV2;J3QQM9;J3QRJ1;J3QR84;J3KT79;J3KS57	J3QL71;Q96FV2-2;Q96FV2;J3QQM9;J3QRJ1;J3QR84	8;8;8;5;5;4;3;1	8;8;8;5;5;4;3;1	8;8;8;5;5;4;3;1	Secernin-2	SCRN2	8	8	8	8
J3QLE5;P14678-2;P63162;P14678;P63162-2;P14678-3;J3KRY3;S4R3P3	J3QLE5;P14678-2;P63162;P14678;P63162-2;P14678-3;J3KRY3;S4R3P3	6;6;6;6;6;6;3;3	6;6;6;6;6;6;3;3	6;6;6;6;6;6;3;3	Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N	SNRPN;SNRPB	8	6	6	6
J3QLS3;Q9Y2R9;J3QQS1;J3QKW2;J3KSI8	J3QLS3;Q9Y2R9;J3QQS1;J3QKW2;J3KSI8	13;13;10;10;9	13;13;10;10;9	13;13;10;10;9	28S ribosomal protein S7, mitochondrial	MRPS7	5	13	13	13
J3QQJ0;Q9UHR5-2;Q9UHR5;X6R3T8;J3QLH3;F5H478;J3KRU5;J3QLM2;J3KS14;J3KRR6	J3QQJ0;Q9UHR5-2;Q9UHR5;X6R3T8;J3QLH3;F5H478;J3KRU5	6;6;6;4;4;3;3;2;2;2	6;6;6;4;4;3;3;2;2;2	6;6;6;4;4;3;3;2;2;2	SAP30-binding protein	SAP30BP	10	6	6	6
J3QQJ5;Q9Y2L5;Q9Y2L5-2;J3KSL8;J3QSA1;J3QR00;J3QQS5	J3QQJ5;Q9Y2L5;Q9Y2L5-2;J3KSL8;J3QSA1	18;18;17;14;13;3;1	18;18;17;14;13;3;1	18;18;17;14;13;3;1	Trafficking protein particle complex subunit 8	TRAPPC8	7	18	18	18
J3QRI7;J3QQQ9;J3QQV1;J3QRC4;P61254;E5RIT6;Q9UNX3;J3KSS0;J3KS10;E5RHH1	J3QRI7;J3QQQ9;J3QQV1;J3QRC4;P61254;E5RIT6;Q9UNX3	8;8;8;8;8;7;7;3;3;2	8;8;8;8;8;7;7;3;3;2	8;8;8;8;8;7;7;3;3;2	60S ribosomal protein L26;60S ribosomal protein L26-like 1	RPL26;RPL26L1	10	8	8	8
J3QQY2;J9JIE6;Q9UM00-2;Q9UM00;J3KS45	J3QQY2;J9JIE6;Q9UM00-2;Q9UM00	3;3;3;3;1	3;3;3;3;1	3;3;3;3;1	Transmembrane and coiled-coil domain-containing protein 1	TMCO1	5	3	3	3
J3QR07;Q96MU7-2;Q96MU7;J3KRG5	J3QR07;Q96MU7-2;Q96MU7	4;4;4;1	4;4;4;1	4;4;4;1	YTH domain-containing protein 1	YTHDC1	4	4	4	4
J3QRM9;Q8N138-4;Q8N138;J3KTF9;F8VXD5	J3QRM9;Q8N138-4;Q8N138;J3KTF9;F8VXD5	2;2;2;1;1	2;2;2;1;1	1;1;1;0;0	ORM1-like protein 3	ORMDL3;ORMDL2	5	2	2	1
J3QRS3;P19105;O14950;P24844;J3KTJ1;P24844-2	J3QRS3;P19105;O14950;P24844	9;9;9;5;4;3	9;9;9;5;4;3	9;9;9;5;4;3	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9	MYL12A;MYL12B;MYL9	6	9	9	9
J3QRS9;X6R4W8;O43670-2;O43670;O43670-4;J3QS27;J3KTL1;J3KRB6;J3KRW6;H0Y3M2;J3KS31;O43670-3	J3QRS9;X6R4W8;O43670-2;O43670;O43670-4	8;8;8;8;8;3;3;3;3;3;3;3	8;8;8;8;8;3;3;3;3;3;3;3	8;8;8;8;8;3;3;3;3;3;3;3	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	12	8	8	8
J3QRU1;P07947;P06241-3;P06241-2;P06241;Q573B4;H0Y3C5;J3KPD6;F6SF04;P08631-3;P08631-2;P06239;P08631-4;P08631;P06239-3	J3QRU1;P07947	6;6;2;2;2;1;1;1;1;1;1;1;1;1;1	3;3;0;0;0;0;0;0;0;0;0;0;0;0;0	3;3;0;0;0;0;0;0;0;0;0;0;0;0;0	Non-specific protein-tyrosine kinase;Tyrosine-protein kinase Yes	YES1	15	6	3	3
J3QS41;P42694-2;P42694;A0A075B6R3;J3QRR8	J3QS41;P42694-2;P42694	6;6;6;2;1	6;6;6;2;1	6;6;6;2;1	Probable helicase with zinc finger domain	HELZ	5	6	6	6
J3QSV6;O76021;I3L234;I3L3C4;I3L3U9;O76021-2	J3QSV6;O76021;I3L234;I3L3C4;I3L3U9	6;6;4;4;4;2	6;6;4;4;4;2	6;6;4;4;4;2	Ribosomal L1 domain-containing protein 1	RSL1D1	6	6	6	6
J3QT28;O43684-2;O43684;J3QSX4	J3QT28;O43684-2;O43684;J3QSX4	13;13;13;7	13;13;13;7	13;13;13;7	Mitotic checkpoint protein BUB3	BUB3	4	13	13	13
J3QT87;Q96SW2-2;Q96SW2;A0A1W2PPJ5;J3QT51	J3QT87;Q96SW2-2;Q96SW2;A0A1W2PPJ5	7;7;7;6;3	7;7;7;6;3	7;7;7;6;3	Protein cereblon	CRBN	5	7	7	7
J3QTA6;Q9BRQ6;J3QTB2;H0Y922	J3QTA6;Q9BRQ6;J3QTB2;H0Y922	7;7;4;4	7;7;4;4	7;7;4;4	MICOS complex subunit MIC25	CHCHD6	4	7	7	7
J9JIC5;Q9HAS0;J3KRR1;K7EII1;J3QKQ1	J9JIC5;Q9HAS0;J3KRR1	7;7;4;2;1	7;7;4;2;1	7;7;4;2;1	Protein Njmu-R1	C17orf75	5	7	7	7
K4DI92;Q6NW29;E7EV43;D6R9C7;D6RCM5;D6RDH6;Q6NW29-2	K4DI92;Q6NW29;E7EV43	3;3;2;1;1;1;1	3;3;2;1;1;1;1	3;3;2;1;1;1;1	RWD domain-containing protein 4	RWDD4	7	3	3	3
K4DI93;Q13620-1;Q13620	K4DI93;Q13620-1;Q13620	42;42;42	42;42;42	7;7;7	Cullin-4B	CUL4B	3	42	42	7
K7EIG1;Q9Y5I4-2;Q9Y5I4	K7EIG1	55;1;1	2;0;0	0;0;0	NA	CLUH	3	55	2	0
K7EM02;K7EIJ8;Q8IYT4-2;Q8IYT4	K7EM02;K7EIJ8;Q8IYT4-2;Q8IYT4	1;1;1;1	1;1;1;1	1;1;1;1	Katanin p60 ATPase-containing subunit A-like 2	KATNAL2	4	1	1	1
K7EIN2;Q9BRJ7;K7ENA3;W4VSQ8;Q9BRJ7-2	K7EIN2;Q9BRJ7;K7ENA3;W4VSQ8;Q9BRJ7-2	5;5;4;3;3	4;4;4;3;3	4;4;4;3;3	Protein syndesmos	NUDT16L1	5	5	4	4
K7EIP7;K7ERW0;K7ENM8;Q9BWQ6	K7EIP7;K7ERW0;K7ENM8;Q9BWQ6	1;1;1;1	1;1;1;1	1;1;1;1	Protein YIPF;Protein YIPF2	YIPF2	4	1	1	1
K7EIU8;Q13485;K7ES96;K7EL15;K7EL18;K7EIJ2;K7ENG8;A0A087WUF3;K7ENG1	K7EIU8;Q13485	7;7;3;2;2;2;2;2;1	7;7;3;2;2;2;2;2;1	7;7;3;2;2;2;2;2;1	Mothers against decapentaplegic homolog;Mothers against decapentaplegic homolog 4	SMAD4	9	7	7	7
K7EQ84;K7EPP9;K7ELY2;K7EIY4;Q5U8S2;O60499-2;O60499;K7EJ05;X6R2W0	K7EQ84;K7EPP9;K7ELY2;K7EIY4;Q5U8S2;O60499-2;O60499;K7EJ05;X6R2W0	2;2;2;2;2;2;2;1;1	2;2;2;2;2;2;2;1;1	2;2;2;2;2;2;2;1;1	Syntaxin-10	STX10	9	2	2	2
Q9BV68;K7EIY6;U3KQF4	Q9BV68;K7EIY6	5;5;2	5;5;2	5;5;2	E3 ubiquitin-protein ligase RNF126	RNF126	3	5	5	5
K7EJH8	K7EJH8	11	1	1	NA	ACTN4	1	11	1	1
K7EK07;P84243;K7EMV3;B4DEB1;K7ES00;Q71DI3;Q16695;P68431;K7EP01;Q5TEC6;Q6NXT2	K7EK07;P84243;K7EMV3;B4DEB1;K7ES00;Q71DI3;Q16695;P68431	3;3;2;2;2;2;2;2;1;1;1	3;3;2;2;2;2;2;2;1;1;1	3;3;2;2;2;2;2;2;1;1;1	Histone H3;Histone H3.3;Histone H3.2;Histone H3.1t;Histone H3.1	H3F3B;H3F3A;HIST2H3A;HIST3H3;HIST1H3A	11	3	3	3
K7EQ02;K7EQ55;K7EK33;Q96EP5-2;Q96EP5	K7EQ02;K7EQ55;K7EK33;Q96EP5-2;Q96EP5	8;8;8;8;8	8;8;8;8;8	8;8;8;8;8	DAZ-associated protein 1	DAZAP1	5	8	8	8
K7EK56;Q9UFG5;Q9UFG5-2;E7EP72;K7ER12;K7EQW1;A0A087WUU5;K7ELZ1	K7EK56;Q9UFG5;Q9UFG5-2;E7EP72	3;3;3;2;1;1;1;1	3;3;3;2;1;1;1;1	3;3;3;2;1;1;1;1	UPF0449 protein C19orf25	C19orf25	8	3	3	3
K7EKE6;K7EJE8;P36776-2;P36776;P36776-3;K7ER27;K7ERR6;K7EQF8;K7ER56	K7EKE6;K7EJE8;P36776-2;P36776;P36776-3	41;40;40;40;35;11;6;5;3	41;40;40;40;35;11;6;5;3	41;40;40;40;35;11;6;5;3	Lon protease homolog, mitochondrial	LONP1	9	41	41	41
K7EKE8;Q92692-2;Q92692	K7EKE8;Q92692-2;Q92692	4;4;4	4;4;4	4;4;4	Nectin-2	PVRL2	3	4	4	4
K7EPX7;K7EKK6;K7ELS3;K7ESA9;Q96BX8	K7EPX7;K7EKK6;K7ELS3;K7ESA9;Q96BX8	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	MOB kinase activator 3A	MOB3A	5	1	1	1
K7EKS1;P36954	K7EKS1;P36954	3;3	3;3	3;3	DNA-directed RNA polymerase II subunit RPB9	POLR2I	2	3	3	3
K7ELC2;P62841;K7EJ78;K7EQJ5	K7ELC2;P62841;K7EJ78;K7EQJ5	5;5;4;4	5;5;4;4	1;1;1;1	40S ribosomal protein S15	RPS15	4	5	5	1
K7ELG9;Q3MHD2;Q3MHD2-2	K7ELG9;Q3MHD2;Q3MHD2-2	5;5;5	5;5;5	5;5;5	Protein LSM12 homolog	LSM12	3	5	5	5
K7ELH7;K7ENE2;Q8IVV7	K7ELH7;K7ENE2;Q8IVV7	1;1;1	1;1;1	1;1;1	Glucose-induced degradation protein 4 homolog	GID4	3	1	1	1
K7ELL7;P14314;K7EPW7;K7EKX1;K7EJ70;K7EIP3	K7ELL7;P14314	34;32;16;8;8;2	34;32;16;8;8;2	2;0;0;0;0;0	Glucosidase 2 subunit beta	PRKCSH	6	34	34	2
K7ELS0;K7ERU7;K7EN60;Q9BQ61	K7ELS0;K7ERU7;K7EN60;Q9BQ61	3;3;3;3	3;3;3;3	3;3;3;3	Uncharacterized protein C19orf43	C19orf43	4	3	3	3
K7ELS8;O43760;O43760-2;K7ELD9;K7ENG9	K7ELS8;O43760;O43760-2;K7ELD9;K7ENG9	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Synaptogyrin-2	SYNGR2	5	2	2	2
K7ELV2;Q96EE3;Q96EE3-1;K7ENI5;K7EP88;K7EPZ5	K7ELV2;Q96EE3;Q96EE3-1;K7ENI5;K7EP88	6;6;6;4;4;1	6;6;6;4;4;1	6;6;6;4;4;1	Nucleoporin SEH1	SEH1L	6	6	6	6
P41567;K7EM18;K7EQP2	P41567;K7EM18	15;15;3	15;15;3	6;6;0	Eukaryotic translation initiation factor 1	EIF1	3	15	15	6
K7EMC9;Q969T9-2;Q969T9;K7ENL2;A6NG10;K7EIN1;K7EIJ0;K7EIK1	K7EMC9;Q969T9-2;Q969T9;K7ENL2;A6NG10;K7EIN1;K7EIJ0	5;5;5;4;4;3;3;2	5;5;5;4;4;3;3;2	2;2;2;1;1;0;0;1	WW domain-binding protein 2	WBP2	8	5	5	2
K7EMJ5;K7ERP1;K7EPS3;Q9GZN7	K7EMJ5;K7ERP1;K7EPS3;Q9GZN7	1;1;1;1	1;1;1;1	1;1;1;1	Protein rogdi homolog	ROGDI	4	1	1	1
K7EMM8;Q49A26-2;Q49A26;Q49A26-5;Q49A26-4;Q49A26-3;K7EQB2;K7EK70;K7EPU6	K7EMM8;Q49A26-2;Q49A26;Q49A26-5;Q49A26-4;Q49A26-3	11;11;11;10;10;10;2;1;1	11;11;11;10;10;10;2;1;1	11;11;11;10;10;10;2;1;1	Putative oxidoreductase GLYR1	GLYR1	9	11	11	11
K7EN86;Q13432;K7EJU3;C9JSK0;Q13432-2	K7EN86;Q13432;K7EJU3;C9JSK0;Q13432-2	4;4;2;2;2	3;3;1;1;1	3;3;1;1;1	Protein unc-119 homolog A	UNC119	5	4	3	3
K7ENL9;Q96DM3;K7EIS6;A0A087WZD4;K7EL80;K7EQJ3;K7EQ65	K7ENL9;Q96DM3;K7EIS6;A0A087WZD4	4;4;3;3;1;1;1	4;4;3;3;1;1;1	4;4;3;3;1;1;1	Uncharacterized protein C18orf8	C18orf8	7	4	4	4
K7ENY0;Q96FH0	K7ENY0;Q96FH0	1;1	1;1	1;1	Protein MEF2BNB	MEF2BNB	2	1	1	1
K7EQ03;K7EP90;Q9BTD8-4;Q9BTD8-2;Q9BTD8-3;Q9BTD8;K7ER08;K7EML2	K7EQ03;K7EP90;Q9BTD8-4;Q9BTD8-2;Q9BTD8-3;Q9BTD8;K7ER08	4;4;4;4;4;4;2;1	4;4;4;4;4;4;2;1	4;4;4;4;4;4;2;1	RNA-binding protein 42	RBM42	8	4	4	4
K7EQ91;Q13433-2;Q13433	K7EQ91;Q13433-2;Q13433	3;3;3	3;3;3	3;3;3	Zinc transporter ZIP6	SLC39A6	3	3	3	3
