Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
F5H7F6;F5H6X2;P10620-2;P10620;F5GX73;F5H613	F5H7F6;F5H6X2;P10620-2;P10620	3;3;3;3;1;1	3;3;3;3;1;1	3;3;3;3;1;1	Microsomal glutathione S-transferase 1	MGST1	6	3	3	3
F5H702;Q96GC5-3;Q96GC5;F5H8D0	F5H702;Q96GC5-3;Q96GC5;F5H8D0	3;3;3;2	3;3;3;2	3;3;3;2	39S ribosomal protein L48, mitochondrial	MRPL48	4	3	3	3
G5EA44;F5H7W8;Q96C57;F5H3K2;E7ENF1;F5H8B7	G5EA44;F5H7W8;Q96C57;F5H3K2;E7ENF1	3;3;3;2;2;1	3;3;3;2;2;1	3;3;3;2;2;1	Uncharacterized protein C12orf43	C12orf43	6	3	3	3
F5H872;Q13503	F5H872;Q13503	1;1	1;1	1;1	Mediator of RNA polymerase II transcription subunit 21	MED21	2	1	1	1
F5H8D7;M0QYS5;M0QZ96;M0R1U8	F5H8D7	13;6;4;4	13;6;4;4	1;0;0;0	NA	XRCC1	4	13	13	1
F6QDS0;I3L352;Q9NUU7-2;H3BTX1;H0YD26;A0A1B0GV69;E9PR46;J3QL17;Q9UHL0-2;Q9UHL0	F6QDS0;I3L352;Q9NUU7-2	26;19;19;1;1;1;1;1;1;1	2;0;0;1;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0	ATP-dependent RNA helicase DDX19A	DDX19A	10	26	2	0
F6RTR7;F8WE74;O43808;F2Z2I9;F8WCH6;F8WA85;F8WEC6;B0QYW5	F6RTR7;F8WE74;O43808;F2Z2I9;F8WCH6;F8WA85;F8WEC6;B0QYW5	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	Peroxisomal membrane protein PMP34	SLC25A17	8	2	2	2
Q96FS4;F6RY50;E9PIB3	Q96FS4;F6RY50	3;3;1	3;3;1	3;3;1	Signal-induced proliferation-associated protein 1	SIPA1	3	3	3	3
F6S7C4;Q8NEM7-2;Q8NEM7;Q8NEM7-3;R4GND2;B4E2D5;C9JQS2;H7C5F9	F6S7C4;Q8NEM7-2;Q8NEM7;Q8NEM7-3;R4GND2;B4E2D5	5;5;5;5;4;3;1;1	5;5;5;5;4;3;1;1	5;5;5;5;4;3;1;1	Transcription factor SPT20 homolog	SUPT20H	8	5	5	5
Q5SZR4;F6TB26;Q9Y2W6;Q9Y2W6-3;E9PKN8;B7ZAG4	Q5SZR4;F6TB26;Q9Y2W6;Q9Y2W6-3	9;9;9;7;2;1	9;9;9;7;2;1	9;9;9;7;2;1	Tudor and KH domain-containing protein	TDRKH	6	9	9	9
F6UTR7;Q9NVA1-4;Q9NVA1;B1AKV4;B1AKV3;Q9NVA1-2;B1AKV6;Q9NVA1-3;Q9NVA1-5;F8WCR2;B1AKV2;H7BZM2	F6UTR7;Q9NVA1-4;Q9NVA1;B1AKV4;B1AKV3;Q9NVA1-2;B1AKV6;Q9NVA1-3;Q9NVA1-5	5;5;5;4;4;4;3;3;3;2;2;1	5;5;5;4;4;4;3;3;3;2;2;1	5;5;5;4;4;4;3;3;3;2;2;1	Ubiquinol-cytochrome-c reductase complex assembly factor 1	UQCC1	12	5	5	5
F6V107;Q9NRD5-2;Q9NRD5	F6V107;Q9NRD5-2;Q9NRD5	4;4;4	4;4;4	4;4;4	PRKCA-binding protein	PICK1	3	4	4	4
F6VRR5;Q9BY77;Q9BY77-2;F8WCX5;Q8WUT1;Q6R954;F8WEE2	F6VRR5;Q9BY77;Q9BY77-2;F8WCX5	7;7;6;4;3;2;2	7;7;6;4;3;2;2	7;7;6;4;3;2;2	Polymerase delta-interacting protein 3	POLDIP3	7	7	7	7
F6VZ39;Q9H0Z9;Q9H0Z9-2;E9PSF1;H0YA61;A6NG75;Q9BX46	F6VZ39;Q9H0Z9;Q9H0Z9-2	3;3;2;1;1;1;1	3;3;2;1;1;1;1	3;3;2;1;1;1;1	RNA-binding protein 38	RBM38	7	3	3	3
Q9Y6D0;F6XHT0;F8WAX7	Q9Y6D0;F6XHT0;F8WAX7	2;2;1	2;2;1	2;2;1	Selenoprotein K	SELK	3	2	2	2
F8VPM6;F8VR31;P51530-2;P51530-3;P51530-4;P51530	F8VPM6;F8VR31;P51530-2;P51530-3;P51530-4;P51530	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	DNA replication ATP-dependent helicase/nuclease DNA2;DNA replication nuclease DNA2;DNA replication ATP-dependent helicase DNA2	DNA2	6	1	1	1
F8VQX6;H0YI09;Q9H8H3	F8VQX6;H0YI09;Q9H8H3	2;2;2	2;2;2	2;2;2	Methyltransferase-like protein 7A	METTL7A	3	2	2	2
F8VQZ7;P50579-2	F8VQZ7;P50579-2	28;26	2;2	2;2	Methionine aminopeptidase 2	METAP2	2	28	2	2
F8VRH0	F8VRH0	9	1	1	NA	PCBP2	1	9	1	1
F8VSL3;P25208	F8VSL3;P25208	2;2	2;2	2;2	Nuclear transcription factor Y subunit beta	NFYB	2	2	2	2
F8VUY8;Q96QD8	F8VUY8;Q96QD8	3;3	3;3	3;3	Sodium-coupled neutral amino acid transporter 2	SLC38A2	2	3	3	3
F8VV59;B7Z9C2;F8W118;P55209-3;F8VRJ2	F8VV59;B7Z9C2;F8W118;P55209-3;F8VRJ2	23;20;18;18;13	2;2;2;2;2	2;2;2;2;2	Nucleosome assembly protein 1-like 1	NAP1L1	5	23	2	2
F8VVA7;P61923;P61923-4;F8W651;F8VYZ4;P61923-5;F8VXB1;F8W156;F8VUC5;F8VXR1;P61923-3;F8VYK5;P61923-2;F8VYE0	F8VVA7;P61923;P61923-4;F8W651;F8VYZ4;P61923-5;F8VXB1;F8W156;F8VUC5;F8VXR1;P61923-3	10;10;9;7;7;7;6;6;5;5;5;4;4;2	10;10;9;7;7;7;6;6;5;5;5;4;4;2	10;10;9;7;7;7;6;6;5;5;5;4;4;2	Coatomer subunit zeta-1	COPZ1	14	10	10	10
H0Y3S8;Q5JRU8;F8VVS7;P55211-3;P55211-2;P55211;A0A087WX72;F8VWA5;Q5JRU2;P55211-4	H0Y3S8;Q5JRU8;F8VVS7;P55211-3;P55211-2;P55211;A0A087WX72;F8VWA5;Q5JRU2;P55211-4	2;2;2;2;2;2;1;1;1;1	2;2;2;2;2;2;1;1;1;1	2;2;2;2;2;2;1;1;1;1	Caspase;Caspase-9;Caspase-9 subunit p35;Caspase-9 subunit p10	CASP9	10	2	2	2
F8VW41;Q86VP3-4;Q86VP3;Q86VP3-3;Q86VP3-2	F8VW41;Q86VP3-4;Q86VP3;Q86VP3-3;Q86VP3-2	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Phosphofurin acidic cluster sorting protein 2	PACS2	5	1	1	1
F8VYE8;P36873;P36873-2;F8W0W8;F8VR82;A0A087WYY5	F8VYE8;P36873;P36873-2;F8W0W8;F8VR82	20;20;20;19;18;9	3;3;3;2;3;2	3;3;3;2;3;2	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	6	20	3	3
F8VYZ3;Q96GA7	F8VYZ3;Q96GA7	1;1	1;1	1;1	Serine dehydratase-like	SDSL	2	1	1	1
F8VZX2;F8W0G4;F8VXH9;F8W1G6;P57721-3;P57721-2;J3QT27;H3BND9;F8VTZ0;H3BSP4;C9JTY5;C9K0A2;C9J5V4;C9JZY3;C9JSA6;C9J7A9;C9IZV9;C9J0A4;F8WC71;P57723-2;P57723	F8VZX2	22;10;9;8;6;6;6;4;4;3;1;1;1;1;1;1;1;1;1;1;1	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	NA	PCBP2	21	22	2	0
F8VZY9;P05783	F8VZY9;P05783	5;5	4;4	3;3	Keratin, type I cytoskeletal 18	KRT18	2	5	4	3
F8W038;Q8IXM2;Q8IXM2-3;H0YIS7;F8W1H0;Q8IXM2-2	F8W038;Q8IXM2;Q8IXM2-3;H0YIS7;F8W1H0	5;5;5;4;3;2	5;5;5;4;3;2	5;5;5;4;3;2	Chromatin complexes subunit BAP18	C17orf49;BAP18;RNASEK-C17orf49	6	5	5	5
F8W0J4;O95619;F8W1B9;F8VTR4	F8W0J4;O95619;F8W1B9	5;5;4;2	5;5;4;2	5;5;4;2	YEATS domain-containing protein 4	YEATS4	4	5	5	5
F8W0P7	F8W0P7	11	2	2	NA	ATP5B	1	11	2	2
F8W1A4;P54819-2;P54819;P54819-3;P54819-5;P54819-6;F8VZG5;F8VY04;P54819-4;G3V213;F8VPP1	F8W1A4;P54819-2;P54819;P54819-3;P54819-5;P54819-6;F8VZG5;F8VY04;P54819-4	27;27;27;23;23;22;19;19;18;13;3	27;27;27;23;23;22;19;19;18;13;3	27;27;27;23;23;22;19;19;18;13;3	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2	11	27	27	27
P14649;F8W1I5;F8VSA2	P14649;F8W1I5	5;5;1	3;3;1	3;3;1	Myosin light chain 6B	MYL6B	3	5	3	3
F8W689;P48382;P48382-2;A0A0A0MSM9;F6X9D6;F6R6G4;F6UE82;A0A0A0MSQ2	F8W689;P48382;P48382-2	3;3;2;1;1;1;1;1	3;3;2;1;1;1;1;1	3;3;2;1;1;1;1;1	DNA-binding protein RFX5	RFX5	8	3	3	3
F8W726;Q14157-3;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H7C2T8	F8W726;Q14157-3	27;26;9;9;8;8;2	1;0;0;0;0;0;0	0;0;0;0;0;0;0	Ubiquitin-associated protein 2-like	UBAP2L	7	27	1	0
F8W787;A0A1B0GV01	F8W787	7;2	1;1	1;1	NA	CTSD	2	7	1	1
F8W7C6;A0A087WV22;H7C123;H7C2C5	F8W7C6;A0A087WV22;H7C123;H7C2C5	15;14;9;9	1;0;0;0	1;0;0;0	NA	RPL10	4	15	1	1
Q96A26;F8W7Q4;E9PH05	Q96A26;F8W7Q4;E9PH05	7;7;5	7;7;5	7;7;5	Protein FAM162A	FAM162A	3	7	7	7
F8W881;Q9NX05	F8W881;Q9NX05	2;2	1;1	1;1	Constitutive coactivator of PPAR-gamma-like protein 2	FAM120C	2	2	1	1
F8W8D3;Q14493;H7C4H8;E7EUV9;H0YAE8;Q14493-2	F8W8D3;Q14493;H7C4H8;E7EUV9	3;3;2;2;1;1	3;3;2;2;1;1	3;3;2;2;1;1	Histone RNA hairpin-binding protein	SLBP	6	3	3	3
F8W8H5;Q969Q5	F8W8H5;Q969Q5	2;2	2;2	2;2	Ras-related protein Rab-24	RAB24	2	2	2	2
F8W8I6;P31483;P31483-3;E5RGV5;E5RG67;F8WE16	F8W8I6;P31483;P31483-3;E5RGV5;E5RG67	12;12;10;8;6;2	1;1;1;1;0;0	1;1;1;1;0;0	Nucleolysin TIA-1 isoform p40	TIA1	6	12	1	1
F8W8Z9;Q8N4H5;Q8N4H5-3;Q8N4H5-2;H3BUX3;H0YFG9	F8W8Z9;Q8N4H5;Q8N4H5-3;Q8N4H5-2;H3BUX3;H0YFG9	4;4;4;4;2;2	4;4;4;4;2;2	4;4;4;4;2;2	Mitochondrial import receptor subunit TOM5 homolog	TOMM5	6	4	4	4
F8W930;Q9Y6M1-1;Q9Y6M1;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4	F8W930;Q9Y6M1-1;Q9Y6M1;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4	19;19;19;17;17;17;17	18;18;18;16;16;16;16	18;18;18;16;16;16;16	Insulin-like growth factor 2 mRNA-binding protein 2	IGF2BP2	7	19	18	18
F8W9F9;H0Y7T5;Q9Y3S1-2;Q9Y3S1-4;Q9Y3S1;H0Y7R3;A6PVV2;H0Y493;Q9Y3S1-3;E9PCD1;H0Y7J9;B1AQN8	F8W9F9;H0Y7T5;Q9Y3S1-2;Q9Y3S1-4;Q9Y3S1;H0Y7R3;A6PVV2;H0Y493;Q9Y3S1-3	10;10;10;10;10;6;5;5;5;4;4;1	7;7;7;7;7;6;2;5;2;4;4;1	6;6;6;6;6;6;1;5;1;4;4;0	Serine/threonine-protein kinase WNK2	WNK2	12	10	7	6
F8W9W2;P43250-3;P43250;P43250-2;D6RHX8;P34947	F8W9W2;P43250-3;P43250;P43250-2;D6RHX8;P34947	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	G protein-coupled receptor kinase 6;G protein-coupled receptor kinase 5	GRK6;GRK5	6	2	2	2
Q567U6;F8W9X7;H7C050	Q567U6;F8W9X7	16;16;3	16;16;3	16;16;3	Coiled-coil domain-containing protein 93	CCDC93	3	16	16	16
F8WA11;Q7Z460-2;Q7Z460-4;Q7Z460-5;Q7Z460-3;H0Y5T1;C9J151	F8WA11;Q7Z460-2;Q7Z460-4;Q7Z460-5;Q7Z460-3;H0Y5T1	28;28;28;28;28;21;1	24;24;24;24;24;17;1	1;1;1;1;1;1;0	CLIP-associating protein 1	CLASP1	7	28	24	1
F8WA39;Q13613-2;Q13613;Q8NEC6;H0YDX3;E9PIH9;F8W764;F8W8S8;E9PPP8	F8WA39;Q13613-2;Q13613;Q8NEC6;H0YDX3	9;9;9;7;7;2;1;1;1	9;9;9;7;7;2;1;1;1	8;8;8;7;6;2;1;1;1	Myotubularin-related protein 1	MTMR1	9	9	9	8
F8WAJ0;Q9H8H2;Q9H8H2-4;Q9H8H2-2;Q9H8H2-3	F8WAJ0;Q9H8H2;Q9H8H2-4;Q9H8H2-2	5;5;4;4;1	5;5;4;4;1	5;5;4;4;1	Probable ATP-dependent RNA helicase DDX31	DDX31	5	5	5	5
F8WAN1;Q69YQ0-2;Q69YQ0;C9JLY8;C9J8U1	F8WAN1;Q69YQ0-2;Q69YQ0	3;3;3;1;1	3;3;3;1;1	3;3;3;1;1	Cytospin-A	SPECC1L-ADORA2A;SPECC1L	5	3	3	3
Q15139;F8WBA3;H0YHL5	Q15139;F8WBA3;H0YHL5	2;2;1	2;2;1	2;2;1	Serine/threonine-protein kinase D1;Serine/threonine-protein kinase	PRKD1	3	2	2	2
F8WC89;A6NKF1	F8WC89;A6NKF1	2;1	2;1	2;1	SAC3 domain-containing protein 1	SAC3D1	2	2	2	2
J3QRU4;F8WCA0;L7N2F9;P63027;K7ENK9;K7EKX0;F5GZV7;P23763-2;P23763-3;P23763	J3QRU4;F8WCA0;L7N2F9;P63027;K7ENK9;K7EKX0	6;6;6;6;3;3;1;1;1;1	3;3;3;3;0;0;0;0;0;0	3;3;3;3;0;0;0;0;0;0	Vesicle-associated membrane protein 2	VAMP2;VAMP3	10	6	3	3
F8WCF6;P59998;P59998-3;R4GN08;H7C0A3;P59998-4;F8WDD7;A0A0A6YYG9;P59998-2;F8WDW3;F8WE39	F8WCF6;P59998;P59998-3;R4GN08;H7C0A3;P59998-4;F8WDD7;A0A0A6YYG9;P59998-2	10;10;9;6;6;6;5;5;5;2;2	10;10;9;6;6;6;5;5;5;2;2	10;10;9;6;6;6;5;5;5;2;2	Actin-related protein 2/3 complex subunit 4	ARPC4-TTLL3;ARPC4	11	10	10	10
F8WF93;H7BZZ2;F8WE30;H7C0X4;Q92685	F8WF93;H7BZZ2;F8WE30;H7C0X4;Q92685	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	ALG3	5	1	1	1
F8WEC0;Q9H3L0	F8WEC0;Q9H3L0	3;3	3;3	3;3	Methylmalonic aciduria and homocystinuria type D protein, mitochondrial	MMADHC	2	3	3	3
F8WET0;Q8IW19	F8WET0;Q8IW19	1;1	1;1	1;1	Aprataxin and PNK-like factor	APLF	2	1	1	1
F8WF48;Q99442;F8WCJ7	F8WF48;Q99442;F8WCJ7	6;6;5	6;6;5	6;6;5	Translocation protein SEC62	SEC62	3	6	6	6
F8WJN3;Q16630-3;Q16630;Q16630-2;F8W084;A0A3B3ISW1	F8WJN3;Q16630-3;Q16630;Q16630-2	8;8;8;8;1;1	8;8;8;8;1;1	8;8;8;8;1;1	Cleavage and polyadenylation specificity factor subunit 6	CPSF6	6	8	8	8
G3V0G3;Q9NY93-2;Q9NY93;F8WDT8;H7C3E9;F8WEI3	G3V0G3;Q9NY93-2;Q9NY93;F8WDT8;H7C3E9;F8WEI3	4;4;4;3;3;2	4;4;4;3;3;2	4;4;4;3;3;2	Probable ATP-dependent RNA helicase DDX56	DDX56	6	4	4	4
G3V0I5;P49821-2;P49821;B4DE93;E9PQP1;E9PMX3;E9PLC6;E9PPR0;E9PJL9;H0YE81;H0YD04;E9PPD6;E9PPS5	G3V0I5;P49821-2;P49821;B4DE93	22;22;22;18;10;9;8;8;6;6;4;3;2	22;22;22;18;10;9;8;8;6;6;4;3;2	22;22;22;18;10;9;8;8;6;6;4;3;2	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	NDUFV1	13	22	22	22
G3V150;O94766-2;O94766;E9PNA1	G3V150;O94766-2;O94766;E9PNA1	4;4;4;2	4;4;4;2	4;4;4;2	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	B3GAT3	4	4	4	4
G3V198;Q12769;E9PR16;Q12769-3;E9PSI3;Q12769-2	G3V198;Q12769;E9PR16	6;6;5;2;1;1	6;6;5;2;1;1	6;6;5;2;1;1	Nuclear pore complex protein Nup160	NUP160	6	6	6	6
G3V1P3;Q969J3;Q969J3-2	G3V1P3;Q969J3	7;7;3	7;7;3	7;7;3	Loss of heterozygosity 12 chromosomal region 1 protein	LOH12CR1	3	7	7	7
M0QXH4;G3V1S7;M0R2V0;Q92839	M0QXH4;G3V1S7;M0R2V0;Q92839	1;1;1;1	1;1;1;1	1;1;1;1	Hyaluronan synthase 1	HAS1	4	1	1	1
G3V1U5;Q9Y3E0;F5H6U7	G3V1U5;Q9Y3E0;F5H6U7	3;3;2	3;3;2	3;3;2	Vesicle transport protein GOT1B	GOLT1B	3	3	3	3
G3V2J9;Q6EMB2;Q6EMB2-3	G3V2J9;Q6EMB2;Q6EMB2-3	2;2;1	2;2;1	1;1;1	Tubulin polyglutamylase TTLL5	TTLL5	3	2	2	1
G3V2S6;Q9Y5K8;H0YJH8;G3V2V6;H0YJS0;G3V559;H0YJ55;G3V5S7;G3V3T8;G3V341	G3V2S6;Q9Y5K8;H0YJH8;G3V2V6	9;9;6;5;4;4;2;2;2;1	9;9;6;5;4;4;2;2;2;1	9;9;6;5;4;4;2;2;2;1	V-type proton ATPase subunit D	ATP6V1D	10	9	9	9
G3V325;O75127;C9JJT5;P56134-4;P56134-2;C9JWL7;C9JQN9;C9JGL8	G3V325;O75127	17;14;3;3;3;1;1;1	17;14;3;3;3;1;1;1	15;14;1;1;1;1;1;1	Pentatricopeptide repeat-containing protein 1, mitochondrial	ATP5J2-PTCD1;PTCD1	8	17	17	15
G3V338;Q9H7Z3	G3V338;Q9H7Z3	2;2	2;2	2;2	Protein NRDE2 homolog	NRDE2	2	2	2	2
G3V353;Q9H7H0-2;Q9H7H0;Q9H7H0-3;G3V4P2;G3V3X6;G3V4H5	G3V353;Q9H7H0-2;Q9H7H0;Q9H7H0-3;G3V4P2;G3V3X6	3;3;3;3;2;2;1	3;3;3;3;2;2;1	3;3;3;3;2;2;1	Methyltransferase-like protein 17, mitochondrial	METTL17	7	3	3	3
G3V3A4;Q13573;G3V4X8;G3V5R3	G3V3A4;Q13573;G3V4X8	13;13;9;4	13;13;9;4	13;13;9;4	SNW domain-containing protein 1	SNW1	4	13	13	13
G3V3Z8;P49757-4;P49757-2;P49757-3;P49757;G3V3M5;G3V3R1;P49757-9;P49757-8;P49757-7;P49757-6;P49757-5	G3V3Z8;P49757-4;P49757-2;P49757-3;P49757;G3V3M5;G3V3R1;P49757-9;P49757-8;P49757-7;P49757-6;P49757-5	2;2;2;2;2;1;1;1;1;1;1;1	2;2;2;2;2;1;1;1;1;1;1;1	2;2;2;2;2;1;1;1;1;1;1;1	Protein numb homolog	NUMB	12	2	2	2
G3V4B8;Q96FK6	G3V4B8;Q96FK6	1;1	1;1	1;1	WD repeat-containing protein 89	WDR89	2	1	1	1
G3V4K3;Q9H9C1-2;Q9H9C1;G3V549	G3V4K3;Q9H9C1-2;Q9H9C1	6;6;6;1	6;6;6;1	6;6;6;1	Spermatogenesis-defective protein 39 homolog	VIPAS39	4	6	6	6
G3V4X2;Q96FT9-3;Q96FT9-4;Q96FT9;Q96FT9-2	G3V4X2;Q96FT9-3;Q96FT9-4;Q96FT9;Q96FT9-2	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Intraflagellar transport protein 43 homolog	IFT43	5	1	1	1
G3V529;Q9GZR7;Q9GZR7-2;F5GYL3;A0A087WXU8;A0A1W2PRR2	G3V529;Q9GZR7;Q9GZR7-2;F5GYL3;A0A087WXU8;A0A1W2PRR2	18;18;16;15;12;12	18;18;16;15;12;12	18;18;16;15;12;12	ATP-dependent RNA helicase DDX24	DDX24	6	18	18	18
G3V599;Q96PC5-11;Q96PC5-5;Q96PC5-8;Q96PC5-10;Q96PC5-9;Q96PC5-14;Q96PC5-7;Q96PC5;Q96PC5-6;Q96PC5-13;Q96PC5-12;Q96RT6;G3V5K6;A4FU28	G3V599;Q96PC5-11;Q96PC5-5;Q96PC5-8;Q96PC5-10;Q96PC5-9;Q96PC5-14;Q96PC5-7;Q96PC5;Q96PC5-6;Q96PC5-13;Q96PC5-12	9;9;9;9;9;9;9;9;9;8;8;8;2;1;1	9;9;9;9;9;9;9;9;9;8;8;8;2;1;1	9;9;9;9;9;9;9;9;9;8;8;8;2;1;1	Melanoma inhibitory activity protein 2	MIA2	15	9	9	9
G3V5T9;P24941;P24941-2;E7ESI2;Q00526;G3V317;K7EJ83;K7ELV5	G3V5T9;P24941;P24941-2;E7ESI2	16;16;14;11;4;3;3;2	14;14;12;9;2;2;2;0	14;14;12;9;2;2;2;0	Cyclin-dependent kinase 2	CDK2	8	16	14	14
P07942;G3XAI2;E7EPA6	P07942;G3XAI2;E7EPA6	14;14;8	14;14;8	14;14;8	Laminin subunit beta-1	LAMB1	3	14	14	14
Q14699;G3XAJ6;C9JHG2	Q14699;G3XAJ6;C9JHG2	2;2;1	2;2;1	2;2;1	Raftlin	RFTN1	3	2	2	2
G3XAL9;P55011-3;P55011	G3XAL9;P55011-3;P55011	13;13;13	13;13;13	13;13;13	Solute carrier family 12 member 2	SLC12A2	3	13	13	13
G3XAN4;Q15629-2;Q15629	G3XAN4;Q15629-2;Q15629	5;5;5	5;5;5	5;5;5	Translocating chain-associated membrane protein 1	TRAM1	3	5	5	5
G5E953;Q13615-3;Q13615-2;Q13615	G5E953;Q13615-3;Q13615-2;Q13615	3;3;3;3	3;3;3;3	3;3;3;3	Myotubularin-related protein 3	MTMR3	4	3	3	3
G5E975;Q12824-2;Q12824;A0A0G2JRV3;C9JTA6;A0A0G2JSE9;B5MCL5;A0A2R8YEE8;A0A2R8Y5N5;A0A0U1RQQ2;A0A0U1RRB8;A0A2R8YDN6	G5E975;Q12824-2;Q12824;A0A0G2JRV3;C9JTA6;A0A0G2JSE9	12;12;11;9;7;6;5;5;5;4;3;1	12;12;11;9;7;6;5;5;5;4;3;1	12;12;11;9;7;6;5;5;5;4;3;1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	SMARCB1	12	12	12	12
G5E9A6;P51784;Q5JXD3	G5E9A6;P51784	25;24;2	24;23;2	23;22;2	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 11	USP11	3	25	24	23
G5E9A7;Q09019	G5E9A7;Q09019	2;2	2;2	2;2	Dystrophia myotonica WD repeat-containing protein	DMWD	2	2	2	2
G5E9C8;Q07889;Q07889-2	G5E9C8;Q07889	12;12;1	12;12;1	8;8;1	Son of sevenless homolog 1	SOS1	3	12	12	8
Q8N6H7;G5E9L0;A0A0D9SF70;Q8N6H7-2;E9PQP3;Q8N6H7-3;E9PIY6;H0YDN9;E9PMU9;E9PN48;E9PK28;E9PM18;E9PMR9;H0YDX1;E9PNY8;E9PM63;E9PJT7;H0YF45	Q8N6H7;G5E9L0;A0A0D9SF70;Q8N6H7-2;E9PQP3;Q8N6H7-3	17;17;16;14;12;11;8;8;7;3;3;2;2;2;2;2;2;1	17;17;16;14;12;11;8;8;7;3;3;2;2;2;2;2;2;1	17;17;16;14;12;11;8;8;7;3;3;2;2;2;2;2;2;1	ADP-ribosylation factor GTPase-activating protein 2	ARFGAP2	18	17	17	17
G5E9M4;Q9NRM2	G5E9M4;Q9NRM2	3;3	3;3	3;3	Zinc finger protein 277	ZNF277	2	3	3	3
G5E9P5;Q86TS9-3;Q86TS9	G5E9P5;Q86TS9-3;Q86TS9	1;1;1	1;1;1	1;1;1	39S ribosomal protein L52, mitochondrial	MRPL52	3	1	1	1
G5E9Q6;P35080-2;C9J0J7;C9JQ45;C9J2N0;C9J5V8;F2Z3G0	G5E9Q6;P35080-2;C9J0J7;C9JQ45;C9J2N0	12;12;10;8;6;1;1	12;12;10;8;6;1;1	4;4;4;0;0;0;0	Profilin;Profilin-2	PFN2	7	12	12	4
G5E9W7;G5E9V5;P82650;H7C5L9;H7C5H3;H7C5F2;P82650-2;C9J5D8	G5E9W7;G5E9V5;P82650	21;21;21;10;10;9;9;1	21;21;21;10;10;9;9;1	21;21;21;10;10;9;9;1	28S ribosomal protein S22, mitochondrial	MRPS22	8	21	21	21
G5E9W3;Q9UKF6	G5E9W3;Q9UKF6	14;14	14;14	14;14	Cleavage and polyadenylation specificity factor subunit 3	CPSF3	2	14	14	14
G5E9Y3;Q8WWN8-2;Q8WWN8	G5E9Y3;Q8WWN8-2;Q8WWN8	2;2;2	2;2;2	2;2;2	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3	ARAP3	3	2	2	2
G5EA30;Q92879-2;Q92879-3;Q92879-6;Q92879;Q92879-4;Q92879-5;E9PQK4;E9PSH0;E9PKU1;F5H4Y5;F5H0D8;E9PKA1	G5EA30;Q92879-2;Q92879-3;Q92879-6;Q92879;Q92879-4;Q92879-5	16;16;16;16;16;16;15;6;6;6;4;4;3	16;16;16;16;16;16;15;6;6;6;4;4;3	13;13;13;13;13;13;12;5;5;5;3;3;3	CUGBP Elav-like family member 1	CELF1	13	16	16	13
G5EA36;F6QPS0;I3L328;I3L394;I3L3H6;I3L2Z8;I3L225	G5EA36	11;4;3;3;2;1;1	11;4;3;3;2;1;1	1;0;1;0;0;0;0	NA	CDC27	7	11	11	1
G5EA50;Q6ZN18-3;Q6ZN18-2;Q6ZN18;H0YH08;H7BYT4	G5EA50;Q6ZN18-3;Q6ZN18-2;Q6ZN18	3;3;3;3;1;1	3;3;3;3;1;1	3;3;3;3;1;1	Zinc finger protein AEBP2	AEBP2	6	3	3	3
